lakeid,sta,sampledate,andate,coreid,top_bottom,species_name,head_size,head_size_units_to_mm,,
myv,1,2017-07-10,2017-07-18,3,2,tt,6,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,5,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,9,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,13,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,9,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,9,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,9,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,5,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,5,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,5,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,5,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,6,50,,
myv,1,2017-07-10,2017-07-18,3,2,tt,5,50,,
myv,1,2017-07-10,2017-07-18,3,2,ch,30,50,,
myv,1,2017-07-10,2017-07-18,3,2,tp,23,50,,
myv,1,2017-07-10,2017-07-18,3,2,tp,23,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,18,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,12,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,12,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,19,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,6,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,6,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,7,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,12,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,10,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,20,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,12,50,,
myv,1,2017-07-10,2017-07-18,3,2,or,6,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,1,2,tp,24,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,19,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,1,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,2,2,tt,5,50,,
myv,2,2017-07-10,2017-07-18,2,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,2,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,13,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,2,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,3,2,tt,13,50,,
myv,2,2017-07-10,2017-07-18,3,2,tt,7,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,ch,9,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,20,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,3,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,4,2,tt,9,50,,
myv,2,2017-07-10,2017-07-18,4,2,ch,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,ch,8,50,,
myv,2,2017-07-10,2017-07-18,4,2,ch,5,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,20,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,6,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,19,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,16,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,12,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,11,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,7,50,,
myv,2,2017-07-10,2017-07-18,4,2,or,11,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,8,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,8,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,6,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,29,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,27,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,8,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,16,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,8,50,,
myv,33,2017-07-10,2017-07-19,1,2,ch,8,50,,
myv,33,2017-07-10,2017-07-19,1,2,tp,25,50,,
myv,33,2017-07-10,2017-07-19,1,2,tp,25,50,,
myv,33,2017-07-10,2017-07-19,1,2,tp,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,8,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,8,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,30,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,6,50,,
myv,33,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,2,2,ch,30,50,,
myv,33,2017-07-10,2017-07-19,2,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,2,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,2,2,ch,26,50,,
myv,33,2017-07-10,2017-07-19,2,2,ch,5,50,,
myv,33,2017-07-10,2017-07-19,2,2,or,7,50,,
myv,33,2017-07-10,2017-07-19,2,2,or,7,50,,
myv,33,2017-07-10,2017-07-19,2,2,or,7,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,3,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,3,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,3,2,ch,29,50,,
myv,33,2017-07-10,2017-07-19,3,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,3,2,ch,27,50,,
myv,33,2017-07-10,2017-07-19,3,2,tp,16,50,,
myv,33,2017-07-10,2017-07-19,3,2,or,10,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,13,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,8,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,9,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,8,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,14,50,,
myv,33,2017-07-10,2017-07-19,4,2,tt,5,50,,
myv,33,2017-07-10,2017-07-19,4,2,ch,29,50,,
myv,33,2017-07-10,2017-07-19,4,2,ch,29,50,,
myv,33,2017-07-10,2017-07-19,4,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,4,2,ch,29,50,,
myv,33,2017-07-10,2017-07-19,4,2,ch,28,50,,
myv,33,2017-07-10,2017-07-19,4,2,ch,8,50,,
myv,4,2017-07-11,2017-07-19,1,2,tt,5,50,,
myv,4,2017-07-11,2017-07-19,1,2,tt,5,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,6,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,1,2,or,7,50,,
myv,4,2017-07-11,2017-07-19,2,2,tt,5,50,,
myv,4,2017-07-11,2017-07-19,2,2,tp,5,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,6,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,7,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,7,50,,
myv,4,2017-07-11,2017-07-19,2,2,tt,5,50,,
myv,4,2017-07-11,2017-07-19,2,2,tt,5,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,6,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,7,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,2,2,or,7,50,,
myv,4,2017-07-11,2017-07-19,3,2,tt,5,50,,
myv,4,2017-07-11,2017-07-19,3,2,tp,25,50,,
myv,4,2017-07-11,2017-07-19,3,2,tp,25,50,,
myv,4,2017-07-11,2017-07-19,3,2,tp,7,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,19,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,12,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,20,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,6,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,22,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,11,50,,
myv,4,2017-07-11,2017-07-19,3,2,or,4,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,15,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,3,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,7,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,11,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,11,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,4,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,10,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,1,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,26,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,15,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,7,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,6,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,6,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,12,50,,
myv,5,2017-07-10,2017-07-19,1,2,ch,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,22,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,20,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,24,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,8,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,6,50,,
myv,5,2017-07-10,2017-07-19,1,2,tp,7,50,,
myv,5,2017-07-10,2017-07-19,1,2,or,10,50,,
myv,5,2017-07-10,2017-07-19,1,2,or,11,50,,
myv,5,2017-07-10,2017-07-19,1,2,or,4,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,13,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,14,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,15,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,8,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,8,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,9,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,tt,5,50,,
myv,5,2017-07-10,2017-07-19,2,2,ch,8,50,,
myv,5,2017-07-10,2017-07-19,2,2,ch,4,50,,
myv,5,2017-07-10,2017-07-19,2,2,ch,3,50,,
myv,5,2017-07-10,2017-07-19,2,2,ch,4,50,,
myv,5,2017-07-10,2017-07-19,2,2,ch,4,50,,
