date_time,temp,lux
2020-08-11T09:36:20Z,9.965,0
2020-08-11T09:46:20Z,10.063,0
2020-08-11T09:56:20Z,9.669,0
2020-08-11T10:06:20Z,10.161,376.7
2020-08-11T10:16:20Z,10.063,366
2020-08-11T10:26:20Z,10.651,355.2
2020-08-11T10:36:20Z,10.455,355.2
2020-08-11T10:46:20Z,10.846,355.2
2020-08-11T10:56:20Z,10.651,355.2
2020-08-11T11:06:20Z,10.846,366
2020-08-11T11:16:20Z,10.748,355.2
2020-08-11T11:26:20Z,10.846,355.2
2020-08-11T11:36:20Z,10.846,355.2
2020-08-11T11:46:20Z,10.748,355.2
2020-08-11T11:56:20Z,10.846,355.2
2020-08-11T12:06:20Z,10.748,355.2
2020-08-11T12:16:20Z,10.944,355.2
2020-08-11T12:26:20Z,10.748,355.2
2020-08-11T12:36:20Z,11.041,355.2
2020-08-11T12:46:20Z,10.748,355.2
2020-08-11T12:56:20Z,11.041,355.2
2020-08-11T13:06:20Z,10.846,355.2
2020-08-11T13:16:20Z,11.139,355.2
2020-08-11T13:26:20Z,10.846,355.2
2020-08-11T13:36:20Z,11.139,355.2
2020-08-11T13:46:20Z,10.846,355.2
2020-08-11T13:56:20Z,11.236,366
2020-08-11T14:06:20Z,10.846,355.2
2020-08-11T14:16:20Z,11.236,355.2
2020-08-11T14:26:20Z,10.846,355.2
2020-08-11T14:36:20Z,11.236,355.2
2020-08-11T14:46:20Z,10.944,355.2
2020-08-11T14:56:20Z,11.236,355.2
2020-08-11T15:06:20Z,10.944,355.2
2020-08-11T15:16:20Z,11.236,355.2
2020-08-11T15:26:20Z,10.944,355.2
2020-08-11T15:36:20Z,11.236,355.2
2020-08-11T15:46:20Z,11.041,355.2
2020-08-11T15:56:20Z,11.236,355.2
2020-08-11T16:06:20Z,11.041,355.2
2020-08-11T16:16:20Z,11.236,355.2
2020-08-11T16:26:20Z,11.236,355.2
2020-08-11T16:36:20Z,11.334,355.2
2020-08-11T16:46:20Z,11.819,484.4
2020-08-11T16:56:20Z,12.497,398.3
2020-08-11T17:06:20Z,13.461,366
2020-08-11T17:16:20Z,12.497,366
2020-08-11T17:26:20Z,12.207,366
2020-08-11T17:36:20Z,11.819,366
2020-08-11T17:46:20Z,11.916,366
2020-08-11T17:56:20Z,11.625,366
2020-08-11T18:06:20Z,11.916,366
2020-08-11T18:16:20Z,12.11,366
2020-08-11T18:26:20Z,12.11,366
2020-08-11T18:36:20Z,11.819,366
2020-08-11T18:46:20Z,11.916,366
2020-08-11T18:56:20Z,11.625,366
2020-08-11T19:06:20Z,11.819,366
2020-08-11T19:16:20Z,11.528,366
2020-08-11T19:26:20Z,11.819,366
2020-08-11T19:36:20Z,11.528,376.7
2020-08-11T19:46:20Z,11.819,366
2020-08-11T19:56:20Z,11.528,366
2020-08-11T20:06:20Z,11.819,366
2020-08-11T20:16:20Z,11.431,366
2020-08-11T20:26:20Z,11.819,366
2020-08-11T20:36:20Z,11.431,376.7
2020-08-11T20:46:20Z,11.819,376.7
2020-08-11T20:56:20Z,11.431,366
2020-08-11T21:06:20Z,11.819,366
2020-08-11T21:16:20Z,11.431,366
2020-08-11T21:26:20Z,11.819,366
2020-08-11T21:36:20Z,11.528,366
2020-08-11T21:46:20Z,11.819,366
2020-08-11T21:56:20Z,11.431,366
2020-08-11T22:06:20Z,11.819,376.7
2020-08-11T22:16:20Z,11.431,366
2020-08-11T22:26:20Z,11.722,366
2020-08-11T22:36:20Z,11.431,366
2020-08-11T22:46:20Z,11.722,366
2020-08-11T22:56:20Z,11.431,366
