day,body_size,bootstrap,algae_conc2,wt,nt,wt_day0,nt_day0,Pd,g,gd
22,3.0785158891142665,6,0.03125,0.031196837609784513,10,0.023736405747419007,17.666666666666668,0.00469102912557831,0.007460431862365505,3.3911053919843205e-4
22,3.292376160990712,6,0.0625,0.03712595183411124,13.333333333333334,0.023736405747419007,17.666666666666668,0.009433543833805893,0.013389546086692235,6.086157312132835e-4
22,3.393700072621641,6,0.125,0.040179585365227796,10,0.023736405747419007,17.666666666666668,0.010339272032410073,0.01644317961780879,7.47417255354945e-4
22,3.367533059735522,6,0.25,0.03937553824276418,14.333333333333334,0.023736405747419007,17.666666666666668,0.011373914542069215,0.01563913249534517,7.108696588793259e-4
22,3.837924058512294,6,0.5,0.05554774198871066,14.666666666666666,0.023736405747419007,17.666666666666668,0.023376512237918867,0.03181133624129165,0.0014459698291496203
22,3.411764705882353,6,1,0.040741005660072466,14.666666666666666,0.023736405747419007,17.666666666666668,0.012495804481268073,0.01700459991265346,7.729363596660662e-4
14,2.6865468409586057,7,0.002,0.022033825771848918,9,0.022574509112656915,17.666666666666668,-5.149365150552348e-4,-5.406833408079965e-4,-3.862023862914261e-5
14,2.568550857843137,7,0.00390625,0.019677668663865753,8,0.022574509112656915,17.666666666666668,-0.0026554370780585653,-0.0028968404487911617,-2.069171749136544e-4
14,2.630541346973572,7,0.0078125,0.020893351386385827,12,0.022574509112656915,17.666666666666668,-0.0017812266385491286,-0.0016811577262710875,-1.200826947336491e-4
14,2.92671568627451,7,0.015625,0.027395660481849052,14,0.022574509112656915,17.666666666666668,0.0054524926199196804,0.004821151369192138,3.443679549422956e-4
14,2.8619281045751634,7,0.03125,0.02587221695696049,8,0.022574509112656915,17.666666666666668,0.003022898857278278,0.0032977078443035754,2.3555056030739825e-4
14,2.907858455882353,7,0.0625,0.02694624045308607,9,0.022574509112656915,17.666666666666668,0.004163553657551575,0.004371731340429154,3.122665243163681e-4
14,2.9875,7,0.125,0.028878283406838134,12.5,0.022574509112656915,17.666666666666668,0.006791566352659528,0.006303774294181219,4.5026959244151565e-4
14,2.8969522591645354,7,0.25,0.0266885730660386,13.5,0.022574509112656915,17.666666666666668,0.004579344995728422,0.004114063953381684,2.9386171095583454e-4
14,3.2017263427109977,7,0.5,0.034528698739989976,12,0.022574509112656915,17.666666666666668,0.012665748533721934,0.011954189627333061,8.538706876666472e-4
14,3.364808530249707,7,1,0.03929244222282624,19.5,0.022574509112656915,17.666666666666668,0.02219106597361762,0.016717933110169326,0.001194138079297809
22,3.349468954248366,7,0.002,0.03882677832969948,10.333333333333334,0.022574509112656915,17.666666666666668,0.010342353138117998,0.016252269217042568,7.387395098655713e-4
22,3.2918552036199094,7,0.00390625,0.03711066546181304,9,0.022574509112656915,17.666666666666668,0.00880979172676129,0.014536156349156126,6.607343795070966e-4
22,3.1649743230625584,7,0.0078125,0.033511211023443954,7.333333333333333,0.022574509112656915,17.666666666666668,0.006214035176583545,0.01093670191078704,4.971228141266836e-4
22,3.1377955594002307,7,0.015625,0.032771757098601396,11.666666666666666,0.022574509112656915,17.666666666666668,0.006798165323962989,0.010197247985944482,4.635112720883855e-4
22,2.870605138607167,7,0.03125,0.02607289044472057,10,0.022574509112656915,17.666666666666668,0.0021997397769794205,0.003498381332063656,1.5901733327562074e-4
22,3.25109649122807,7,0.0625,0.03592765117264256,13.333333333333334,0.022574509112656915,17.666666666666668,0.009407895542262611,0.013353142059985643,6.069610027266202e-4
22,3.3460421205519246,7,0.125,0.038723255132132886,10,0.022574509112656915,17.666666666666668,0.010154135754670498,0.01614874601947597,7.340339099761805e-4
22,3.25125398996808,7,0.25,0.035932173458227454,14.333333333333334,0.022574509112656915,17.666666666666668,0.009714664978596755,0.01335766434557054,6.071665611622972e-4
22,3.6850295673825086,7,0.5,0.04988240159192007,14.666666666666666,0.022574509112656915,17.666666666666668,0.020067163412791866,0.027307892479263154,0.001241267839966507
22,3.5,7,1,0.04355847495662502,14.666666666666666,0.022574509112656915,17.666666666666668,0.015420035506552321,0.020983965843968107,9.538166292712776e-4
14,2.8050108932461875,8,0.002,0.024581366988343532,9,0.02775551439215672,17.666666666666668,-0.0030229975274411298,-0.0031741474038131864,-2.2672481455808475e-4
14,2.643612132352941,8,0.00390625,0.02115591080411396,8,0.02775551439215672,17.666666666666668,-0.00604963662237253,-0.006599603588042759,-4.7140025628876855e-4
14,2.971547314578005,8,0.0078125,0.02848412416209042,12,0.02775551439215672,17.666666666666668,7.719793990964221e-4,7.286097699337017e-4,5.204355499526441e-5
14,3.043627450980392,8,0.015625,0.030293962359050207,14,0.02775551439215672,17.666666666666668,0.002870863772081921,0.002538447966893488,1.8131771192096344e-4
14,3.0841503267973858,8,0.03125,0.031344312304860435,8,0.02775551439215672,17.666666666666668,0.0032897314199784064,0.003588797912703716,2.563427080502654e-4
14,2.862668504901961,8,0.0625,0.02588929984869782,9,0.02775551439215672,17.666666666666668,-0.001777347184246569,-0.0018662145434588974,-1.3330103881849267e-4
14,3.130637254901961,8,0.125,0.032578827326797795,12.5,0.02775551439215672,17.666666666666668,0.0051965454831549695,0.004823312934641076,3.4452235247436257e-4
14,3.0320225916453536,8,0.25,0.02999754826739519,13.5,0.02775551439215672,17.666666666666668,0.0024955972301761577,0.002242033875238473,1.6014527680274806e-4
14,3.263000852514919,8,0.5,0.03627053363305181,12,0.02775551439215672,17.666666666666668,0.009021865624281708,0.008515019240895094,6.082156600639353e-4
14,3.497517596782303,8,1,0.04347748555203166,19.5,0.02775551439215672,17.666666666666668,0.020869045051500668,0.01572197115987494,0.0011229979399910671
22,3.139297385620915,8,0.002,0.03281233056426105,10.333333333333334,0.02775551439215672,17.666666666666668,0.003217973927702755,0.0050568161721043295,2.298552805501968e-4
22,3.2162047511312215,8,0.00390625,0.0349351239660334,9,0.02775551439215672,17.666666666666668,0.00435127852962223,0.007179609573876679,3.2634588972166724e-4
22,2.9794000933706815,8,0.0078125,0.028677699469652977,7.333333333333333,0.02775551439215672,17.666666666666668,5.239687940319649e-4,9.221850774962584e-4,4.19175035225572e-5
22,3.260344579008074,8,0.015625,0.036193836491035476,11.666666666666666,0.02775551439215672,17.666666666666668,0.005625548065919172,0.008438322098878757,3.8356009540357986e-4
22,3.0227349560513863,8,0.03125,0.029761719078656934,10,0.02775551439215672,17.666666666666668,0.0012614771892387718,0.0020062046865002153,9.119112211364615e-5
22,3.3043085655314757,8,0.0625,0.03747723275502295,13.333333333333334,0.02775551439215672,17.666666666666668,0.006849392482928484,0.009721718362866234,4.4189628922119246e-4
22,3.208514887436456,8,0.125,0.03471886605733197,10,0.02775551439215672,17.666666666666668,0.004378471122799588,0.006963351665175248,3.165159847806931e-4
22,3.425672594619243,8,0.25,0.041176786256862774,14.333333333333334,0.02775551439215672,17.666666666666668,0.009760924992513494,0.013421271864706055,6.100578120320934e-4
22,3.772175536881419,8,0.5,0.053061677975926036,14.666666666666666,0.02775551439215672,17.666666666666668,0.01859619596686079,0.025306163583769317,0.0011502801628986052
22,3.5898692810457518,8,1,0.04655867716101303,14.666666666666666,0.02775551439215672,17.666666666666668,0.013817475671053502,0.01880316276885631,8.546892167661959e-4
14,2.817946623093682,9,0.002,0.024870880610735193,9,0.018481303989609142,17.666666666666668,0.006085311067739096,0.006389576621126051,4.5639833008043223e-4
14,2.6949295343137254,9,0.00390625,0.02220801766610657,8,0.018481303989609142,17.666666666666668,0.003416154203455975,0.003726713676497427,2.661938340355305e-4
14,2.8354113384484227,9,0.0078125,0.02526535104470002,12,0.018481303989609142,17.666666666666668,0.007187859379798669,0.006784047055090878,4.845747896493484e-4
14,2.6654411764705883,9,0.015625,0.021599290196217043,14,0.018481303989609142,17.666666666666668,0.003526293924139888,0.0031179862066079006,2.227133004719929e-4
14,3.008169934640523,9,0.03125,0.02939438220838069,8,0.018481303989609142,17.666666666666668,0.01000365503387392,0.01091307821877155,7.795055870551107e-4
14,3.0809589460784315,9,0.0625,0.031260724781490855,9,0.018481303989609142,17.666666666666668,0.01217087694464925,0.012779420791881713,9.128157708486938e-4
14,3.2017156862745098,9,0.125,0.03452840076874475,12.5,0.018481303989609142,17.666666666666668,0.017288836410854432,0.016047096779135607,0.0011462211985096861
14,3.1076832907075875,9,0.25,0.0319652843575811,13.5,0.018481303989609142,17.666666666666668,0.015008954338159264,0.013483980367971958,9.631414548551398e-4
14,3.372762148337596,9,0.5,0.03953534939736085,12,0.018481303989609142,17.666666666666668,0.02230726239630836,0.021054045407751708,0.001503860386267979
14,3.391151332327803,9,1,0.040100792194443076,19.5,0.018481303989609142,17.666666666666668,0.028697296843321236,0.021619488204833934,0.0015442491574881381
22,3.2618464052287583,9,0.002,0.036237186866888524,10.333333333333334,0.018481303989609142,17.666666666666668,0.011299198194632333,0.01775588287727938,8.07085585330881e-4
22,3.2706447963800906,9,0.00390625,0.03649184895685253,9,0.018481303989609142,17.666666666666668,0.010915481798329326,0.018010544967243386,8.186611348746993e-4
22,3.016456582633053,9,0.0078125,0.02960300248875026,7.333333333333333,0.018481303989609142,17.666666666666668,0.006319146874511999,0.011121698499141117,5.055317499609598e-4
22,3.2388985005767013,9,0.015625,0.03557855987472824,11.666666666666666,0.018481303989609142,17.666666666666668,0.011398170590079398,0.017097255885119095,7.771479947781407e-4
22,2.9825895875591617,9,0.03125,0.028756572018186943,10,0.018481303989609142,17.666666666666668,0.006460963987666344,0.0102752680285778,4.670576376626273e-4
22,3.265608875128999,9,0.0625,0.03634594292224569,13.333333333333334,0.018481303989609142,17.666666666666668,0.012586450157084839,0.017864638932636547,8.120290423925703e-4
22,3.2191811909949166,9,0.125,0.03501906924901425,10,0.018481303989609142,17.666666666666668,0.01039874633735321,0.016537765259405104,7.51716602700232e-4
22,3.36297309621523,9,0.25,0.03923652887747043,14.333333333333334,0.018481303989609142,17.666666666666668,0.015094709009353663,0.020755224887861287,9.43419313084604e-4
