paramset,t,x,y,a,K,rrange,r,c,Tmax,x.init,y.init,coreid,algae_conc2,meanx,meanx0,meany,init.chl,gpp,wt,wtc,gd,gdc,gppc
1,1,0.22438264910586814,0.7344845427563672,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,13,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.6775000771467469,0.025703180709928435,12.851590354964218,0,0,0.45731255207405413
1,1,0.22438264910586814,0.7344845427563672,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,35,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.6775000771467469,0.025703180709928435,12.851590354964218,0,0,0.45731255207405413
1,1,0.22438264910586814,0.7344845427563672,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,36,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.6775000771467469,0.025703180709928435,12.851590354964218,0,0,0.45731255207405413
1,1,0.22438264910586814,0.7344845427563672,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,60,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.6775000771467469,0.025703180709928435,12.851590354964218,0,0,0.45731255207405413
1,1,0.22438264910586814,0.7344845427563672,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,93,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.6775000771467469,0.025703180709928435,12.851590354964218,0,0,0.45731255207405413
1,2,0.2630479739276349,0.7356807627817394,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,13,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.794246004935893,0.025745042257300954,12.872521128650478,2.0930773686259757e-5,0.010465386843129879,0.5361160533317278
1,2,0.2630479739276349,0.7356807627817394,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,35,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.794246004935893,0.025745042257300954,12.872521128650478,2.0930773686259757e-5,0.010465386843129879,0.5361160533317278
1,2,0.2630479739276349,0.7356807627817394,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,36,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.794246004935893,0.025745042257300954,12.872521128650478,2.0930773686259757e-5,0.010465386843129879,0.5361160533317278
1,2,0.2630479739276349,0.7356807627817394,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,60,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.794246004935893,0.025745042257300954,12.872521128650478,2.0930773686259757e-5,0.010465386843129879,0.5361160533317278
1,2,0.2630479739276349,0.7356807627817394,0.04384305159218232,0.9325704308208859,0.5,0.08531484692632595,0.1655534983342648,22,0.22438264910586814,0.7344845427563672,93,0.00390625,14.650960895611206,2.6548086599999996,0.0349948558664962,0.5956929999999999,0.794246004935893,0.025745042257300954,12.872521128650478,2.0930773686259757e-5,0.010465386843129879,0.5361160533317278
