lakeid,sta,sampledate,andate,coreid,top_bottom,species_name,head_size,head_size_units_to_mm,body_length,body_length_units_to_mm,comments,,
myv,33,2013-07-14,2013-07-15,5,0,tp,16,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,0,tp,7,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tt,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tt,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tt,16,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tt,33,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,11,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,21,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,21,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,16,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,17,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,16,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,22,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tp,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,1,1,tp,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,tt,16,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,11,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,8,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,13,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,8,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,8,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,2,1,or,7,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,14,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,tt,6,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,17,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,17,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,8,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,3,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,9,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,8,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,21,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,tp,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,4,1,tp,13,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,tt,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,17,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,17,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,21,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,20,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,15,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,17,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,18,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,19,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,21,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,10,55,NA,NA,,,
myv,33,2013-07-14,2013-07-15,5,1,ch,20,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,6,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,6,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,16,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,17,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,16,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tt,16,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,20,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,20,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,18,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,18,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,16,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,14,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,18,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,18,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,20,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,20,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,ch,21,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,10,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,14,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,18,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,9,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,19,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,tp,8,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,or,14,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,or,7,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,or,23,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,1,0,or,11,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,2,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,2,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,2,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,2,0,tt,15,55,NA,NA,,,
myv,33,2013-07-20,2013-07-20,2,0,tt,16,55,NA,NA,,,
