sampledate,Time,hour,temp,lux,time
8/14/13,21:15,21,NA,990.3,21.25
8/14/13,21:30,21,NA,452.1,21.50
8/14/13,21:45,21,NA,226,21.75
8/14/13,22:00,22,NA,107.6,22.00
8/14/13,22:15,22,NA,43.1,22.25
8/14/13,22:30,22,NA,0,22.50
8/14/13,22:45,22,NA,0,22.75
8/14/13,23:00,23,NA,0,23.00
8/14/13,23:15,23,NA,0,23.25
8/14/13,23:30,23,NA,0,23.50
8/14/13,23:45,23,NA,0,23.75
8/15/13,0:00,0,NA,0,0.00
8/15/13,0:15,0,NA,0,0.25
8/15/13,0:30,0,NA,0,0.50
8/15/13,0:45,0,NA,0,0.75
8/15/13,1:00,1,NA,0,1.00
8/15/13,1:15,1,NA,0,1.25
8/15/13,1:30,1,NA,0,1.50
8/15/13,1:45,1,NA,0,1.75
8/15/13,2:00,2,NA,0,2.00
8/15/13,2:15,2,NA,0,2.25
8/15/13,2:30,2,NA,0,2.50
8/15/13,2:45,2,NA,0,2.75
8/15/13,3:00,3,NA,0,3.00
8/15/13,3:15,3,NA,0,3.25
8/15/13,3:30,3,NA,0,3.50
8/15/13,3:45,3,NA,0,3.75
8/15/13,4:00,4,NA,0,4.00
8/15/13,4:15,4,NA,32.3,4.25
8/15/13,4:30,4,NA,139.9,4.50
8/15/13,4:45,4,NA,193.8,4.75
8/15/13,5:00,5,NA,516.7,5.00
8/15/13,5:15,5,NA,936.5,5.25
8/15/13,5:30,5,NA,1894.5,5.50
8/15/13,5:45,5,NA,2497.2,5.75
8/15/13,6:00,6,NA,4305.6,6.00
8/15/13,6:15,6,NA,9300.1,6.25
8/15/13,6:30,6,NA,13089,6.50
8/15/13,6:45,6,NA,33066.9,6.75
8/15/13,7:00,7,NA,39955.8,7.00
8/15/13,7:15,7,NA,7233.4,7.25
8/15/13,7:30,7,NA,10333.4,7.50
8/15/13,7:45,7,NA,15155.7,7.75
8/15/13,8:00,8,NA,16533.4,8.00
8/15/13,8:15,8,NA,8611.2,8.25
8/15/13,8:30,8,NA,9644.5,8.50
8/15/13,8:45,8,NA,9644.5,8.75
8/15/13,9:00,9,NA,14466.8,9.00
8/15/13,9:15,9,NA,18600.1,9.25
8/15/13,9:30,9,NA,30311.3,9.50
8/15/13,9:45,9,NA,21355.7,9.75
8/15/13,10:00,10,NA,15844.5,10.00
8/15/13,10:15,10,NA,17911.2,10.25
8/15/13,10:30,10,NA,27555.7,10.50
8/15/13,10:45,10,NA,44089.2,10.75
8/15/13,11:00,11,NA,41333.6,11.00
8/15/13,11:15,11,NA,39955.8,11.25
8/15/13,11:30,11,NA,46844.8,11.50
8/15/13,11:45,11,NA,30311.3,11.75
8/15/13,12:00,12,NA,30311.3,12.00
8/15/13,12:15,12,NA,24800.2,12.25
8/15/13,12:30,12,NA,27555.7,12.50
8/15/13,12:45,12,NA,27555.7,12.75
8/15/13,13:00,13,NA,26178,13.00
8/15/13,13:15,13,NA,23422.4,13.25
8/15/13,13:30,13,NA,26178,13.50
8/15/13,13:45,13,NA,38578,13.75
8/15/13,14:00,14,NA,30311.3,14.00
8/15/13,14:15,14,NA,28933.5,14.25
8/15/13,14:30,14,NA,26178,14.50
8/15/13,14:45,14,NA,28933.5,14.75
8/15/13,15:00,15,NA,31689.1,15.00
8/15/13,15:15,15,NA,28933.5,15.25
8/15/13,15:30,15,NA,26178,15.50
8/15/13,15:45,15,NA,21355.7,15.75
8/15/13,16:00,16,NA,19977.9,16.00
8/15/13,16:15,16,NA,18600.1,16.25
8/15/13,16:30,16,NA,23422.4,16.50
8/15/13,16:45,16,NA,26178,16.75
8/15/13,17:00,17,NA,24800.2,17.00
8/15/13,17:15,17,NA,20666.8,17.25
8/15/13,17:30,17,NA,16533.4,17.50
8/15/13,17:45,17,NA,17222.3,17.75
8/15/13,18:00,18,NA,17222.3,18.00
8/15/13,18:15,18,NA,14466.8,18.25
8/15/13,18:30,18,NA,10677.8,18.50
8/15/13,18:45,18,NA,8611.2,18.75
8/15/13,19:00,19,NA,5511.1,19.00
8/15/13,19:15,19,NA,4822.3,19.25
8/15/13,19:30,19,NA,4305.6,19.50
8/15/13,19:45,19,NA,4477.8,19.75
8/15/13,20:00,20,NA,5166.7,20.00
8/15/13,20:15,20,NA,4477.8,20.25
8/15/13,20:30,20,NA,3272.2,20.50
8/15/13,20:45,20,NA,1722.2,20.75
8/15/13,21:00,21,NA,1216.3,21.00
8/15/13,21:15,21,NA,947.2,21.25
8/15/13,21:30,21,NA,355.2,21.50
8/15/13,21:45,21,NA,139.9,21.75
8/15/13,22:00,22,NA,43.1,22.00
8/15/13,22:15,22,NA,0,22.25
8/15/13,22:30,22,NA,0,22.50
8/15/13,22:45,22,NA,0,22.75
8/15/13,23:00,23,NA,0,23.00
8/15/13,23:15,23,NA,0,23.25
8/15/13,23:30,23,NA,0,23.50
8/15/13,23:45,23,NA,0,23.75
8/16/13,0:00,0,NA,0,0.00
8/16/13,0:15,0,NA,0,0.25
8/16/13,0:30,0,NA,0,0.50
8/16/13,0:45,0,NA,0,0.75
8/16/13,1:00,1,NA,0,1.00
8/16/13,1:15,1,NA,0,1.25
8/16/13,1:30,1,NA,0,1.50
8/16/13,1:45,1,NA,0,1.75
8/16/13,2:00,2,NA,0,2.00
8/16/13,2:15,2,NA,0,2.25
8/16/13,2:30,2,NA,0,2.50
8/16/13,2:45,2,NA,0,2.75
8/16/13,3:00,3,NA,0,3.00
8/16/13,3:15,3,NA,0,3.25
8/16/13,3:30,3,NA,0,3.50
8/16/13,3:45,3,NA,0,3.75
8/16/13,4:00,4,NA,0,4.00
8/16/13,4:15,4,NA,10.8,4.25
8/16/13,4:30,4,NA,32.3,4.50
8/16/13,4:45,4,NA,139.9,4.75
8/16/13,5:00,5,NA,312.2,5.00
8/16/13,5:15,5,NA,914.9,5.25
8/16/13,5:30,5,NA,914.9,5.50
8/16/13,5:45,5,NA,1722.2,5.75
8/16/13,6:00,6,NA,2497.2,6.00
8/16/13,6:15,6,NA,4994.5,6.25
8/16/13,6:30,6,NA,7233.4,6.50
8/16/13,6:45,6,NA,7233.4,6.75
8/16/13,7:00,7,NA,7577.8,7.00
8/16/13,7:15,7,NA,8611.2,7.25
8/16/13,7:30,7,NA,7577.8,7.50
8/16/13,7:45,7,NA,9300.1,7.75
8/16/13,8:00,8,NA,13777.9,8.00
8/16/13,8:15,8,NA,13089,8.25
8/16/13,8:30,8,NA,16533.4,8.50
8/16/13,8:45,8,NA,22044.6,8.75
8/16/13,9:00,9,NA,23422.4,9.00
8/16/13,9:15,9,NA,22044.6,9.25
8/16/13,9:30,9,NA,22044.6,9.50
8/16/13,9:45,9,NA,28933.5,9.75
8/16/13,10:00,10,NA,28933.5,10.00
8/16/13,10:15,10,NA,42711.4,10.25
8/16/13,10:30,10,NA,46844.8,10.50
8/16/13,10:45,10,NA,60622.6,10.75
8/16/13,11:00,11,NA,38578,11.00
8/16/13,11:15,11,NA,35822.5,11.25
8/16/13,11:30,11,NA,38578,11.50
8/16/13,11:45,11,NA,44089.2,11.75
8/16/13,12:00,12,NA,28933.5,12.00
8/16/13,12:15,12,NA,23422.4,12.25
8/16/13,12:30,12,NA,71644.9,12.50
8/16/13,12:45,12,NA,24800.2,12.75
8/16/13,13:00,13,NA,104711.8,13.00
8/16/13,13:15,13,NA,38578,13.25
8/16/13,13:30,13,NA,39955.8,13.50
8/16/13,13:45,13,NA,27555.7,13.75
8/16/13,14:00,14,NA,18600.1,14.00
8/16/13,14:15,14,NA,44089.2,14.25
8/16/13,14:30,14,NA,23422.4,14.50
8/16/13,14:45,14,NA,22044.6,14.75
8/16/13,15:00,15,NA,10333.4,15.00
8/16/13,15:15,15,NA,49600.3,15.25
8/16/13,15:30,15,NA,44089.2,15.50
8/16/13,15:45,15,NA,23422.4,15.75
8/16/13,16:00,16,NA,37200.2,16.00
8/16/13,16:15,16,NA,33066.9,16.25
8/16/13,16:30,16,NA,33066.9,16.50
8/16/13,16:45,16,NA,68889.3,16.75
8/16/13,17:00,17,NA,49600.3,17.00
8/16/13,17:15,17,NA,16533.4,17.25
8/16/13,17:30,17,NA,16533.4,17.50
8/16/13,17:45,17,NA,11022.3,17.75
8/16/13,18:00,18,NA,14466.8,18.00
8/16/13,18:15,18,NA,15155.7,18.25
8/16/13,18:30,18,NA,19289,18.50
8/16/13,18:45,18,NA,16533.4,18.75
8/16/13,19:00,19,NA,26178,19.00
8/16/13,19:15,19,NA,16533.4,19.25
8/16/13,19:30,19,NA,10333.4,19.50
8/16/13,19:45,19,NA,6544.5,19.75
8/16/13,20:00,20,NA,9300.1,20.00
8/16/13,20:15,20,NA,5166.7,20.25
8/16/13,20:30,20,NA,3616.7,20.50
8/16/13,20:45,20,NA,2927.8,20.75
8/16/13,21:00,21,NA,1636.1,21.00
8/16/13,21:15,21,NA,839.6,21.25
8/16/13,21:30,21,NA,387.5,21.50
8/16/13,21:45,21,NA,204.5,21.75
8/16/13,22:00,22,NA,64.6,22.00
8/16/13,22:15,22,NA,10.8,22.25
8/16/13,22:30,22,NA,0,22.50
8/16/13,22:45,22,NA,0,22.75
8/16/13,23:00,23,NA,0,23.00
8/16/13,23:15,23,NA,0,23.25
8/16/13,23:30,23,NA,0,23.50
8/16/13,23:45,23,NA,0,23.75
8/17/13,0:00,0,NA,0,0.00
8/17/13,0:15,0,NA,0,0.25
8/17/13,0:30,0,NA,0,0.50
8/17/13,0:45,0,NA,0,0.75
8/17/13,1:00,1,NA,0,1.00
8/17/13,1:15,1,NA,0,1.25
8/17/13,1:30,1,NA,0,1.50
8/17/13,1:45,1,NA,0,1.75
8/17/13,2:00,2,NA,0,2.00
8/17/13,2:15,2,NA,0,2.25
8/17/13,2:30,2,NA,0,2.50
8/17/13,2:45,2,NA,0,2.75
8/17/13,3:00,3,NA,0,3.00
8/17/13,3:15,3,NA,0,3.25
8/17/13,3:30,3,NA,0,3.50
8/17/13,3:45,3,NA,0,3.75
8/17/13,4:00,4,NA,0,4.00
8/17/13,4:15,4,NA,0,4.25
8/17/13,4:30,4,NA,53.8,4.50
8/17/13,4:45,4,NA,161.5,4.75
8/17/13,5:00,5,NA,247.6,5.00
8/17/13,5:15,5,NA,441.3,5.25
8/17/13,5:30,5,NA,581.3,5.50
8/17/13,5:45,5,NA,1119.5,5.75
8/17/13,6:00,6,NA,1550,6.00
8/17/13,6:15,6,NA,2066.7,6.25
8/17/13,6:30,6,NA,2325,6.50
8/17/13,6:45,6,NA,2927.8,6.75
8/17/13,7:00,7,NA,4477.8,7.00
8/17/13,7:15,7,NA,5166.7,7.25
8/17/13,7:30,7,NA,5166.7,7.50
8/17/13,7:45,7,NA,6200,7.75
8/17/13,8:00,8,NA,8611.2,8.00
8/17/13,8:15,8,NA,10677.8,8.25
8/17/13,8:30,8,NA,11022.3,8.50
8/17/13,8:45,8,NA,13089,8.75
8/17/13,9:00,9,NA,11022.3,9.00
8/17/13,9:15,9,NA,15844.5,9.25
8/17/13,9:30,9,NA,22044.6,9.50
8/17/13,9:45,9,NA,22044.6,9.75
8/17/13,10:00,10,NA,24800.2,10.00
8/17/13,10:15,10,NA,28933.5,10.25
8/17/13,10:30,10,NA,35822.5,10.50
8/17/13,10:45,10,NA,42711.4,10.75
8/17/13,11:00,11,NA,42711.4,11.00
8/17/13,11:15,11,NA,52355.9,11.25
8/17/13,11:30,11,NA,44089.2,11.50
8/17/13,11:45,11,NA,46844.8,11.75
8/17/13,12:00,12,NA,44089.2,12.00
8/17/13,12:15,12,NA,28933.5,12.25
8/17/13,12:30,12,NA,34444.7,12.50
8/17/13,12:45,12,NA,42711.4,12.75
8/17/13,13:00,13,NA,44089.2,13.00
8/17/13,13:15,13,NA,63378.2,13.25
8/17/13,13:30,13,NA,49600.3,13.50
8/17/13,13:45,13,NA,35822.5,13.75
8/17/13,14:00,14,NA,30311.3,14.00
8/17/13,14:15,14,NA,38578,14.25
8/17/13,14:30,14,NA,44089.2,14.50
8/17/13,14:45,14,NA,46844.8,14.75
8/17/13,15:00,15,NA,49600.3,15.00
8/17/13,15:15,15,NA,52355.9,15.25
8/17/13,15:30,15,NA,41333.6,15.50
8/17/13,15:45,15,NA,39955.8,15.75
8/17/13,16:00,16,NA,34444.7,16.00
8/17/13,16:15,16,NA,60622.6,16.25
8/17/13,16:30,16,NA,46844.8,16.50
8/17/13,16:45,16,NA,60622.6,16.75
8/17/13,17:00,17,NA,24800.2,17.00
8/17/13,17:15,17,NA,18600.1,17.25
8/17/13,17:30,17,NA,20666.8,17.50
8/17/13,17:45,17,NA,20666.8,17.75
8/17/13,18:00,18,NA,18600.1,18.00
8/17/13,18:15,18,NA,13777.9,18.25
8/17/13,18:30,18,NA,9644.5,18.50
8/17/13,18:45,18,NA,9644.5,18.75
8/17/13,19:00,19,NA,8611.2,19.00
8/17/13,19:15,19,NA,7577.8,19.25
8/17/13,19:30,19,NA,6544.5,19.50
8/17/13,19:45,19,NA,5511.1,19.75
8/17/13,20:00,20,NA,4650,20.00
8/17/13,20:15,20,NA,3788.9,20.25
8/17/13,20:30,20,NA,2755.6,20.50
8/17/13,20:45,20,NA,1636.1,20.75
8/17/13,21:00,21,NA,1334.7,21.00
8/17/13,21:15,21,NA,613.5,21.25
8/17/13,21:30,21,NA,344.4,21.50
8/17/13,21:45,21,NA,118.4,21.75
8/17/13,22:00,22,NA,32.3,22.00
8/17/13,22:15,22,NA,0,22.25
8/17/13,22:30,22,NA,0,22.50
8/17/13,22:45,22,NA,0,22.75
8/17/13,23:00,23,NA,0,23.00
8/17/13,23:15,23,NA,0,23.25
8/17/13,23:30,23,NA,0,23.50
8/17/13,23:45,23,NA,0,23.75
8/18/13,0:00,0,NA,0,0.00
8/18/13,0:15,0,NA,0,0.25
8/18/13,0:30,0,NA,0,0.50
8/18/13,0:45,0,NA,0,0.75
8/18/13,1:00,1,NA,0,1.00
8/18/13,1:15,1,NA,0,1.25
8/18/13,1:30,1,NA,0,1.50
8/18/13,1:45,1,NA,0,1.75
8/18/13,2:00,2,NA,0,2.00
8/18/13,2:15,2,NA,0,2.25
8/18/13,2:30,2,NA,0,2.50
8/18/13,2:45,2,NA,0,2.75
8/18/13,3:00,3,NA,0,3.00
8/18/13,3:15,3,NA,0,3.25
8/18/13,3:30,3,NA,0,3.50
8/18/13,3:45,3,NA,0,3.75
8/18/13,4:00,4,NA,0,4.00
8/18/13,4:15,4,NA,0,4.25
8/18/13,4:30,4,NA,21.5,4.50
8/18/13,4:45,4,NA,86.1,4.75
8/18/13,5:00,5,NA,290.6,5.00
8/18/13,5:15,5,NA,527.4,5.25
8/18/13,5:30,5,NA,925.7,5.50
8/18/13,5:45,5,NA,1636.1,5.75
8/18/13,6:00,6,NA,2927.8,6.00
8/18/13,6:15,6,NA,6544.5,6.25
8/18/13,6:30,6,NA,8266.7,6.50
8/18/13,6:45,6,NA,8266.7,6.75
8/18/13,7:00,7,NA,9644.5,7.00
8/18/13,7:15,7,NA,15155.7,7.25
8/18/13,7:30,7,NA,18600.1,7.50
8/18/13,7:45,7,NA,23422.4,7.75
8/18/13,8:00,8,NA,31689.1,8.00
8/18/13,8:15,8,NA,37200.2,8.25
8/18/13,8:30,8,NA,35822.5,8.50
8/18/13,8:45,8,NA,49600.3,8.75
8/18/13,9:00,9,NA,44089.2,9.00
8/18/13,9:15,9,NA,38578,9.25
8/18/13,9:30,9,NA,41333.6,9.50
8/18/13,9:45,9,NA,44089.2,9.75
8/18/13,10:00,10,NA,57867,10.00
8/18/13,10:15,10,NA,52355.9,10.25
8/18/13,10:30,10,NA,35822.5,10.50
8/18/13,10:45,10,NA,148801,10.75
8/18/13,11:00,11,NA,82667.2,11.00
8/18/13,11:15,11,NA,60622.6,11.25
8/18/13,11:30,11,NA,52355.9,11.50
8/18/13,11:45,11,NA,37200.2,11.75
8/18/13,12:00,12,NA,9644.5,12.00
8/18/13,12:15,12,NA,1334.7,12.25
8/18/13,12:30,12,NA,1130.2,12.50
8/18/13,12:45,12,NA,1011.8,12.75
8/18/13,13:00,13,NA,505.9,13.00
8/18/13,13:15,13,NA,613.5,13.25
8/18/13,13:30,13,NA,1108.7,13.50
8/18/13,13:45,13,NA,1205.6,13.75
8/18/13,14:00,14,NA,1377.8,14.00
8/18/13,14:15,14,NA,1980.6,14.25
8/18/13,14:30,14,NA,3100,14.50
8/18/13,14:45,14,NA,3272.2,14.75
8/18/13,15:00,15,NA,2238.9,15.00
8/18/13,15:15,15,NA,3616.7,15.25
8/18/13,15:30,15,NA,1463.9,15.50
8/18/13,15:45,15,NA,1173.3,15.75
8/18/13,16:00,16,NA,2411.1,16.00
8/18/13,16:15,16,NA,1259.4,16.25
8/18/13,16:30,16,NA,839.6,16.50
8/18/13,16:45,16,NA,602.8,16.75
8/18/13,17:00,17,NA,1141,17.00
8/18/13,17:15,17,NA,1076.4,17.25
8/18/13,17:30,17,NA,1636.1,17.50
8/18/13,17:45,17,NA,1184,17.75
8/18/13,18:00,18,NA,1463.9,18.00
8/18/13,18:15,18,NA,904.2,18.25
8/18/13,18:30,18,NA,387.5,18.50
8/18/13,18:45,18,NA,290.6,18.75
8/18/13,19:00,19,NA,107.6,19.00
8/18/13,19:15,19,NA,96.9,19.25
8/18/13,19:30,19,NA,86.1,19.50
8/18/13,19:45,19,NA,86.1,19.75
8/18/13,20:00,20,NA,96.9,20.00
8/18/13,20:15,20,NA,43.1,20.25
8/18/13,20:30,20,NA,10.8,20.50
8/18/13,20:45,20,NA,10.8,20.75
8/18/13,21:00,21,NA,0,21.00
8/18/13,21:15,21,NA,10.8,21.25
8/18/13,21:30,21,NA,0,21.50
8/18/13,21:45,21,NA,0,21.75
8/18/13,22:00,22,NA,0,22.00
8/18/13,22:15,22,NA,0,22.25
8/18/13,22:30,22,NA,0,22.50
8/18/13,22:45,22,NA,0,22.75
8/18/13,23:00,23,NA,0,23.00
8/18/13,23:15,23,NA,0,23.25
8/18/13,23:30,23,NA,0,23.50
8/18/13,23:45,23,NA,0,23.75
8/19/13,0:00,0,NA,0,0.00
8/19/13,0:15,0,NA,0,0.25
8/19/13,0:30,0,NA,0,0.50
8/19/13,0:45,0,NA,0,0.75
8/19/13,1:00,1,NA,0,1.00
8/19/13,1:15,1,NA,0,1.25
8/19/13,1:30,1,NA,0,1.50
8/19/13,1:45,1,NA,0,1.75
8/19/13,2:00,2,NA,0,2.00
8/19/13,2:15,2,NA,0,2.25
8/19/13,2:30,2,NA,0,2.50
8/19/13,2:45,2,NA,0,2.75
8/19/13,3:00,3,NA,0,3.00
8/19/13,3:15,3,NA,0,3.25
8/19/13,3:30,3,NA,0,3.50
8/19/13,3:45,3,NA,0,3.75
8/19/13,4:00,4,NA,0,4.00
8/19/13,4:15,4,NA,0,4.25
8/19/13,4:30,4,NA,0,4.50
8/19/13,4:45,4,NA,0,4.75
8/19/13,5:00,5,NA,0,5.00
8/19/13,5:15,5,NA,0,5.25
8/19/13,5:30,5,NA,10.8,5.50
8/19/13,5:45,5,NA,10.8,5.75
8/19/13,6:00,6,NA,32.3,6.00
8/19/13,6:15,6,NA,53.8,6.25
8/19/13,6:30,6,NA,64.6,6.50
8/19/13,6:45,6,NA,139.9,6.75
8/19/13,7:00,7,NA,150.7,7.00
8/19/13,7:15,7,NA,139.9,7.25
8/19/13,7:30,7,NA,161.5,7.50
8/19/13,7:45,7,NA,172.2,7.75
8/19/13,8:00,8,NA,269.1,8.00
8/19/13,8:15,8,NA,333.7,8.25
8/19/13,8:30,8,NA,183,8.50
8/19/13,8:45,8,NA,527.4,8.75
8/19/13,9:00,9,NA,753.5,9.00
8/19/13,9:15,9,NA,570.5,9.25
8/19/13,9:30,9,NA,462.9,9.50
8/19/13,9:45,9,NA,581.3,9.75
8/19/13,10:00,10,NA,592,10.00
8/19/13,10:15,10,NA,516.7,10.25
8/19/13,10:30,10,NA,1044.1,10.50
8/19/13,10:45,10,NA,785.8,10.75
8/19/13,11:00,11,NA,667.4,11.00
8/19/13,11:15,11,NA,538.2,11.25
8/19/13,11:30,11,NA,656.6,11.50
8/19/13,11:45,11,NA,764.2,11.75
8/19/13,12:00,12,NA,366,12.00
8/19/13,12:15,12,NA,430.6,12.25
8/19/13,12:30,12,NA,0,12.50
8/19/13,12:45,12,NA,10.8,12.75
8/19/13,13:00,13,NA,10.8,13.00
8/19/13,13:15,13,NA,10.8,13.25
8/19/13,13:30,13,NA,0,13.50
8/19/13,13:45,13,NA,0,13.75
8/19/13,14:00,14,NA,21.5,14.00
8/19/13,14:15,14,NA,21.5,14.25
8/19/13,14:30,14,NA,10.8,14.50
8/19/13,14:45,14,NA,21.5,14.75
8/19/13,15:00,15,NA,183,15.00
8/19/13,15:15,15,NA,10.8,15.25
8/19/13,15:30,15,NA,21.5,15.50
8/19/13,15:45,15,NA,21.5,15.75
8/19/13,16:00,16,NA,10.8,16.00
8/19/13,16:15,16,NA,10.8,16.25
8/19/13,16:30,16,NA,21.5,16.50
8/19/13,16:45,16,NA,32.3,16.75
8/19/13,17:00,17,NA,21.5,17.00
8/19/13,17:15,17,NA,10.8,17.25
8/19/13,17:30,17,NA,10.8,17.50
8/19/13,17:45,17,NA,118.4,17.75
8/19/13,18:00,18,NA,21.5,18.00
8/19/13,18:15,18,NA,96.9,18.25
8/19/13,18:30,18,NA,75.3,18.50
8/19/13,18:45,18,NA,64.6,18.75
8/19/13,19:00,19,NA,64.6,19.00
8/19/13,19:15,19,NA,64.6,19.25
8/19/13,19:30,19,NA,10.8,19.50
8/19/13,19:45,19,NA,64.6,19.75
8/19/13,20:00,20,NA,43.1,20.00
8/19/13,20:15,20,NA,53.8,20.25
8/19/13,20:30,20,NA,43.1,20.50
8/19/13,20:45,20,NA,10.8,20.75
8/19/13,21:00,21,NA,0,21.00
8/19/13,21:15,21,NA,0,21.25
8/19/13,21:30,21,NA,0,21.50
8/19/13,21:45,21,NA,0,21.75
8/19/13,22:00,22,NA,0,22.00
8/19/13,22:15,22,NA,0,22.25
8/19/13,22:30,22,NA,0,22.50
8/19/13,22:45,22,NA,0,22.75
8/19/13,23:00,23,NA,0,23.00
8/19/13,23:15,23,NA,0,23.25
8/19/13,23:30,23,NA,0,23.50
8/19/13,23:45,23,NA,0,23.75
8/20/13,0:00,0,NA,0,0.00
8/20/13,0:15,0,NA,0,0.25
8/20/13,0:30,0,NA,0,0.50
8/20/13,0:45,0,NA,0,0.75
8/20/13,1:00,1,NA,0,1.00
8/20/13,1:15,1,NA,0,1.25
8/20/13,1:30,1,NA,0,1.50
8/20/13,1:45,1,NA,0,1.75
8/20/13,2:00,2,NA,0,2.00
8/20/13,2:15,2,NA,0,2.25
8/20/13,2:30,2,NA,0,2.50
8/20/13,2:45,2,NA,0,2.75
8/20/13,3:00,3,NA,0,3.00
8/20/13,3:15,3,NA,0,3.25
8/20/13,3:30,3,NA,0,3.50
8/20/13,3:45,3,NA,0,3.75
8/20/13,4:00,4,NA,0,4.00
8/20/13,4:15,4,NA,0,4.25
8/20/13,4:30,4,NA,0,4.50
8/20/13,4:45,4,NA,0,4.75
8/20/13,5:00,5,NA,0,5.00
8/20/13,5:15,5,NA,0,5.25
8/20/13,5:30,5,NA,0,5.50
8/20/13,5:45,5,NA,0,5.75
8/20/13,6:00,6,NA,0,6.00
8/20/13,6:15,6,NA,0,6.25
8/20/13,6:30,6,NA,0,6.50
8/20/13,6:45,6,NA,0,6.75
8/20/13,7:00,7,NA,0,7.00
8/20/13,7:15,7,NA,0,7.25
8/20/13,7:30,7,NA,10.8,7.50
8/20/13,7:45,7,NA,0,7.75
8/20/13,8:00,8,NA,0,8.00
8/20/13,8:15,8,NA,10.8,8.25
8/20/13,8:30,8,NA,21.5,8.50
8/20/13,8:45,8,NA,21.5,8.75
8/20/13,9:00,9,NA,21.5,9.00
8/20/13,9:15,9,NA,21.5,9.25
8/20/13,9:30,9,NA,21.5,9.50
8/20/13,9:45,9,NA,21.5,9.75
8/20/13,10:00,10,NA,21.5,10.00
8/20/13,10:15,10,NA,21.5,10.25
8/20/13,10:30,10,NA,366,10.50
8/20/13,10:45,10,NA,344.4,10.75
8/20/13,11:00,11,NA,398.3,11.00
8/20/13,11:15,11,NA,505.9,11.25
8/20/13,11:30,11,NA,452.1,11.50
8/20/13,11:45,11,NA,301.4,11.75
8/20/13,12:00,12,NA,312.2,12.00
8/20/13,12:15,12,NA,301.4,12.25
8/20/13,12:30,12,NA,527.4,12.50
8/20/13,12:45,12,NA,549,12.75
8/20/13,13:00,13,NA,312.2,13.00
8/20/13,13:15,13,NA,236.8,13.25
8/20/13,13:30,13,NA,183,13.50
8/20/13,13:45,13,NA,279.9,13.75
8/20/13,14:00,14,NA,462.9,14.00
8/20/13,14:15,14,NA,871.9,14.25
8/20/13,14:30,14,NA,247.6,14.50
8/20/13,14:45,14,NA,258.3,14.75
8/20/13,15:00,15,NA,215.3,15.00
8/20/13,15:15,15,NA,193.8,15.25
8/20/13,15:30,15,NA,215.3,15.50
8/20/13,15:45,15,NA,247.6,15.75
8/20/13,16:00,16,NA,236.8,16.00
8/20/13,16:15,16,NA,107.6,16.25
8/20/13,16:30,16,NA,96.9,16.50
8/20/13,16:45,16,NA,107.6,16.75
8/20/13,17:00,17,NA,43.1,17.00
8/20/13,17:15,17,NA,118.4,17.25
8/20/13,17:30,17,NA,129.2,17.50
8/20/13,17:45,17,NA,21.5,17.75
8/20/13,18:00,18,NA,21.5,18.00
8/20/13,18:15,18,NA,21.5,18.25
8/20/13,18:30,18,NA,183,18.50
8/20/13,18:45,18,NA,118.4,18.75
8/20/13,19:00,19,NA,21.5,19.00
8/20/13,19:15,19,NA,21.5,19.25
8/20/13,19:30,19,NA,10.8,19.50
8/20/13,19:45,19,NA,0,19.75
8/20/13,20:00,20,NA,0,20.00
8/20/13,20:15,20,NA,0,20.25
8/20/13,20:30,20,NA,0,20.50
8/20/13,20:45,20,NA,0,20.75
8/20/13,21:00,21,NA,0,21.00
8/20/13,21:15,21,NA,0,21.25
8/20/13,21:30,21,NA,0,21.50
8/20/13,21:45,21,NA,0,21.75
8/20/13,22:00,22,NA,0,22.00
8/20/13,22:15,22,NA,0,22.25
8/20/13,22:30,22,NA,0,22.50
8/20/13,22:45,22,NA,0,22.75
8/20/13,23:00,23,NA,0,23.00
8/20/13,23:15,23,NA,0,23.25
8/20/13,23:30,23,NA,0,23.50
8/20/13,23:45,23,NA,0,23.75
8/21/13,0:00,0,NA,0,0.00
8/21/13,0:15,0,NA,0,0.25
8/21/13,0:30,0,NA,0,0.50
8/21/13,0:45,0,NA,0,0.75
8/21/13,1:00,1,NA,0,1.00
8/21/13,1:15,1,NA,0,1.25
8/21/13,1:30,1,NA,0,1.50
8/21/13,1:45,1,NA,0,1.75
8/21/13,2:00,2,NA,0,2.00
8/21/13,2:15,2,NA,0,2.25
8/21/13,2:30,2,NA,0,2.50
8/21/13,2:45,2,NA,0,2.75
8/21/13,3:00,3,NA,0,3.00
8/21/13,3:15,3,NA,0,3.25
8/21/13,3:30,3,NA,0,3.50
8/21/13,3:45,3,NA,0,3.75
8/21/13,4:00,4,NA,0,4.00
8/21/13,4:15,4,NA,0,4.25
8/21/13,4:30,4,NA,0,4.50
8/21/13,4:45,4,NA,0,4.75
8/21/13,5:00,5,NA,0,5.00
8/21/13,5:15,5,NA,0,5.25
8/21/13,5:30,5,NA,0,5.50
8/21/13,5:45,5,NA,0,5.75
8/21/13,6:00,6,NA,0,6.00
8/21/13,6:15,6,NA,0,6.25
8/21/13,6:30,6,NA,0,6.50
8/21/13,6:45,6,NA,0,6.75
8/21/13,7:00,7,NA,0,7.00
8/21/13,7:15,7,NA,0,7.25
8/21/13,7:30,7,NA,10.8,7.50
8/21/13,7:45,7,NA,10.8,7.75
8/21/13,8:00,8,NA,0,8.00
