lakeid,sta,sampledate,sampletime,sampledepth,light,wtemp,o2sat,do,ph,secchi_up,secchi_dn,barom_pres,GPScoord_E,GPScoord_N,comments,
myv,33,2017-07-05,11:35,0.00,1680.0,14.3,113.40,11.61,9.75,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-05,11:35,0.50,1200.0,14.2,113.80,11.68,9.77,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-05,11:35,1.00,1000.0,13.9,115.40,11.92,9.72,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-05,11:35,1.50,700.0,13.9,115.90,11.96,9.71,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-05,11:35,2.00,600.0,13.8,116.20,12.03,9.70,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-05,11:35,2.50,500.0,13.8,116.30,12.04,9.66,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-05,11:35,3.00,480.0,13.8,116.40,12.05,9.67,INF,INF,735.80,NA,NA,Harry used to read DOs; light meter not functioning properly,
myv,33,2017-07-17,11:50,0.00,245.6,13.4,102.00,10.65,9.62,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-17,11:50,0.50,311.4,13.3,102.00,10.68,9.69,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-17,11:50,1.00,279.1,13.3,102.00,10.67,9.72,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-17,11:50,1.50,227.8,13.3,101.90,10.66,9.73,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-17,11:50,2.00,203.6,13.3,102.20,10.69,9.74,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-17,11:50,2.50,141.7,13.2,104.10,10.93,9.75,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-17,11:50,3.00,22.6,13.2,104.30,10.94,9.77,INF,INF,731.60,NA,NA,Harry used to read Dos,
myv,33,2017-07-24,12:10,0.00,1259.0,17.2,110.50,10.63,9.46,INF,INF,743.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-07-24,12:10,0.50,947.0,16.7,110.60,10.78,9.50,INF,INF,744.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-07-24,12:10,1.00,805.0,15.9,109.90,10.90,9.54,INF,INF,745.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-07-24,12:10,1.50,675.0,15.5,111.90,11.13,9.56,INF,INF,746.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-07-24,12:10,2.00,516.0,15.4,113.20,11.32,9.57,INF,INF,747.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-07-24,12:10,2.50,386.0,15.4,113.30,11.33,9.57,INF,INF,748.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-07-24,12:10,3.00,288.0,15.4,113.50,11.35,9.58,INF,INF,749.10,NA,NA,Harry used to read Dos; can see secchi on bottom,
myv,33,2017-08-02,10:45,0.00,365.0,12.2,113.20,12.14,9.36,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-02,10:45,0.50,290.0,12.3,113.30,12.13,9.37,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-02,10:45,1.00,205.0,12.3,113.20,12.12,9.43,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-02,10:45,1.50,165.0,12.3,113.20,12.11,9.42,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-02,10:45,2.00,130.0,12.3,112.90,12.09,9.44,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-02,10:45,2.50,104.0,12.3,112.90,12.09,9.45,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-02,10:45,3.00,87.0,12.3,112.90,12.09,9.46,2.00,2.15,737.70,NA,NA,Hermione Used to read Dos,
myv,33,2017-08-20,10:45,0.00,148.9,NA,NA,NA,9.49,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-08-20,10:45,0.50,131.6,NA,NA,NA,9.75,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-08-20,10:45,1.00,103.0,NA,NA,NA,9.76,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-08-20,10:45,1.50,80.0,NA,NA,NA,9.78,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-08-20,10:45,2.00,65.8,NA,NA,NA,9.80,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-08-20,10:45,2.50,53.1,NA,NA,NA,9.78,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-08-20,10:45,3.00,43.1,NA,NA,NA,9.79,0.46,0.71,743.50,NA,NA,Hermione not working properly,
myv,33,2017-09-03,12:30,0.00,338.0,11.1,96.5,10.61,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-03,12:30,0.50,230.0,11,96.3,10.63,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-03,12:30,1.00,169.0,10.9,96.4,10.66,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-03,12:30,1.50,131.0,10.8,96.6,10.71,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-03,12:30,2.00,116.0,10.7,96.8,10.76,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-03,12:30,2.50,97.0,10.7,97.8,10.87,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-03,12:30,3.00,81.0,10.6,98.3,10.96,NA,NA,NA,722.5,NA,NA,Hermione Used to read Dos,
myv,33,2017-09-25,9:20,0.00,290.0,8,92.5,10.95,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-09-25,9:20,0.50,165.0,8.1,92.4,10.91,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-09-25,9:20,1.00,92.0,8.1,92.1,10.88,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-09-25,9:20,1.50,50.0,8.1,91.9,10.86,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-09-25,9:20,2.00,31.0,8.1,91.5,10.81,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-09-25,9:20,2.50,30.0,8.1,91.2,10.77,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-09-25,9:20,3.00,13.0,8.1,90.3,10.66,NA,NA,NA,740.1,NA,NA,probe=Harry,
myv,33,2017-10-05,12:30,0.00,400.0,6,94,11.71,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-05,12:30,0.50,255.0,6,93.9,11.7,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-05,12:30,1.00,177.0,6,93.9,11.69,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-05,12:30,1.50,129.0,6,93.8,11.68,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-05,12:30,2.00,75.0,6,93.8,11.67,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-05,12:30,2.50,55.0,6,93.7,11.66,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-05,12:30,3.00,35.0,6,93.7,11.66,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,1,2017-10-05,12:30,0.00,315.0,5,92.6,11.83,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,1,2017-10-05,12:30,0.50,210.0,5,92.6,11.82,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,1,2017-10-05,12:30,1.00,135.0,5,92.5,11.82,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,1,2017-10-05,12:30,1.50,90.0,5,92.5,11.82,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,1,2017-10-05,12:30,2.00,69.0,5,93.1,11.89,NA,NA,NA,NA,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,0.00,142.0,7.2,95,11.48,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,0.50,80.0,7.2,94.9,11.47,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,1.00,59.0,7.2,94.8,11.43,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,1.50,41.0,7.3,94.9,11.43,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,2.00,33.0,7.3,94.8,11.42,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,2.50,26.0,7.3,94.4,11.37,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2017-10-03,13:25,3.00,NA,7.3,94.3,11.36,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,1,2017-10-03,12:30,0.00,130.0,7.6,102.1,12.22,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,1,2017-10-03,12:30,0.50,70.0,7.6,102.2,12.22,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,1,2017-10-03,12:30,1.00,34.0,7.6,102.2,12.22,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,1,2017-10-03,12:30,1.50,25.0,7.6,102.1,12.21,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,1,2017-10-03,12:30,2.00,17.0,7.6,102,12.2,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,1,2017-10-03,12:30,2.50,12.0,7.6,101.9,12.19,NA,NA,NA,728,NA,NA,Harry used to read Dos,
myv,33,2018-03-24,12:40,0.00,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harry; sampling through ice,
myv,33,2018-03-24,12:40,0.50,73.0,0.9,89.2,12.67,NA,NA,NA,NA,NA,NA,Harry724.3 mmHg,
myv,33,2018-03-24,12:40,1.00,74.0,1.6,90.8,12.71,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-24,12:40,1.50,72.0,3,87.8,11.81,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-24,12:40,2.00,69.0,4.4,97.8,12.69,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-24,12:40,2.50,60.0,4.6,112.6,14.5,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-24,12:40,3.00,51.0,4.7,135.2,17.4,NA,NA,NA,NA,NA,NA,Harry,
mvy,1,2018-03-24,17:15,0.00,335.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harry,
mvy,1,2018-03-24,17:15,0.50,55.0,0.7,85.9,12.31,NA,NA,NA,NA,NA,NA,Harry,
mvy,1,2018-03-24,17:15,1.00,53.0,2.8,96.6,13.08,NA,NA,NA,NA,NA,NA,Harry,
mvy,1,2018-03-24,17:15,1.50,48.0,4.1,103.5,13.53,NA,NA,NA,NA,NA,NA,Harry,
mvy,1,2018-03-24,17:15,2.00,40.0,4.5,99,12.8,NA,NA,NA,NA,NA,NA,Harry,
mvy,1,2018-03-24,17:15,2.50,30.0,4.9,2.4,0.36,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-25,12:45,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,1.00,NA,2.2,95.9,13.18,9.03,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,1.50,NA,3.4,101.4,13.5,9.06,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,2.00,NA,3.8,102.8,13.52,9.15,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,2.50,NA,4.3,105.2,13.69,9.29,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,3.00,NA,4.4,125.8,16.33,9.15,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-25,12:45,3.50,NA,4.5,129.1,16.71,8.3,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,0.50,NA,1.0,91.7,13.04,8.45,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,1.00,NA,3.0,100.5,13.55,8.68,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,1.50,NA,4.0,103.5,13.6,8.85,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,2.00,NA,4.4,86.1,11.07,8.61,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,2.50,NA,4.8,11,2,6.92,NA,NA,NA,NA,NA,Hermione,
myv,1,2018-03-25,14:00,2.80,NA,5.2,0,0,6.72,NA,NA,NA,NA,NA,Hermione,
myv,33,2018-03-27,13:30,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-27,13:30,0.50,NA,2.2,92.7,12.75,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-27,13:30,1.00,NA,2.3,96.1,13.19,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-27,13:30,1.50,NA,3.1,94.8,12.73,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-27,13:30,2.00,NA,4.3,98.7,12.84,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-27,13:30,2.50,NA,4.6,109.1,14.09,NA,NA,NA,NA,NA,NA,Harry,
myv,33,2018-03-27,13:30,3.00,NA,4.7,142.5,18.34,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,0.50,NA,0.9,91.7,13.07,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,1.00,NA,1.9,99.8,13.84,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,1.50,NA,4.1,103.5,13.54,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,2.00,NA,4.3,107.5,14,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,2.50,NA,5.4,2.8,0.35,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2018-03-27,14:30,2.70,NA,5.6,1,0.12,NA,NA,NA,NA,NA,NA,bottom,
myv,1,2018-04-06,14:00,0.50,NA,0.4,100.3,14.58,NA,NA,NA,740.3,405863,7274325,GPS:0405863/7274325,
myv,1,2018-04-06,14:00,1.00,NA,1.0,97,13.58,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,1.50,NA,2.5,86.2,11.72,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,1.60,NA,3.0,89.3,12,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,1.70,NA,3.4,97.4,12.97,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,1.80,NA,3.6,99.6,13.2,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,1.90,NA,3.7,94.1,12.37,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.00,NA,4.1,76.6,10.02,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.10,NA,4.2,70.4,9.18,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.20,NA,4.3,68.3,8.86,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.30,NA,4.4,68.3,8.86,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.40,NA,4.6,66.9,8.63,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.50,NA,4.7,50.2,6.46,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.60,NA,4.7,47.3,6.09,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.70,NA,4.8,25.5,3.26,NA,NA,NA,740.3,405863,7274325,Harry,
myv,1,2018-04-06,14:00,2.80,NA,4.6,49.6,6.38,NA,NA,NA,740.3,405863,7274325,bottom,
myv,1,2018-04-07,14:45,0.50,NA,2.2,100.9,NA,NA,NA,NA,740.9,405936,7274511,GPS: 0405936/7274511,
myv,1,2018-04-07,14:45,1.00,NA,1.5,100.4,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,1.50,NA,2.2,93.8,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,1.60,NA,2.5,97.1,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,1.70,NA,3.2,99.5,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,1.80,NA,3.2,100.8,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,1.90,NA,3.5,100,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.00,NA,3.8,101.4,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.10,NA,4.0,103.4,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.20,NA,4.2,99,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.30,NA,4.7,94.6,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.40,NA,4.8,93.5,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.50,NA,5.0,79.9,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.60,NA,5.2,62.1,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.70,NA,5.4,45.1,NA,NA,NA,NA,740.9,405936,7274511,Harry,
myv,1,2018-04-07,14:45,2.80,NA,5.6,43.8,NA,NA,NA,NA,740.9,405936,7274511,bottom,
myv,33,2018-06-04,12:20,0.00,750,14.1,109.2,11.02,9.17,1.8,2.1,746.1,NA,NA,Harry,AM: changed to 750 on 15may2020; confirmed with datasheet; used to be 950
myv,33,2018-06-04,12:20,0.50,600,13.9,109.2,11.05,9.26,1.8,2.1,746.1,NA,NA,Harry,
myv,33,2018-06-04,12:20,1.00,540,13.6,109,11.1,9.23,1.8,2.1,746.1,NA,NA,Harry,
myv,33,2018-06-04,12:20,1.50,360,13.3,109.1,11.22,9.22,1.8,2.1,746.1,NA,NA,Harry,
myv,33,2018-06-04,12:20,2.00,260,13.2,113.1,11.66,9.22,1.8,2.1,746.1,NA,NA,Harry,
myv,33,2018-06-04,12:20,2.50,NA,13.2,113.8,11.72,9.22,1.8,2.1,746.1,NA,NA,Harry,
myv,33,2018-06-04,12:20,3.00,NA,13.2,113.8,11.72,9.21,1.8,2.1,746.1,NA,NA,Harry,
myv,33,2018-05-21,12:00,0.00,125,6.7,94.9,11.28,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-21,12:00,0.50,55,6.6,94.7,11.28,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-21,12:00,1.00,22,6.4,94.2,11.28,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-21,12:00,1.50,8,6.3,93.6,11.24,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-21,12:00,2.00,3.5,6.2,93.4,11.24,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-21,12:00,2.50,1.8,6.1,93.1,11.23,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-21,12:00,3.00,0.9,5.9,88.2,10.7,NA,NA,NA,738.6,NA,NA,Harry,
myv,33,2018-05-29,11:30,0.00,320,8.9,108,12.25,8.28,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-05-29,11:30,0.50,260,8.9,108,12.26,8.32,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-05-29,11:30,1.00,185,8.9,108.1,12.28,8.31,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-05-29,11:30,1.50,137,8.9,108.2,12.29,8.44,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-05-29,11:30,2.00,105,8.8,108.3,12.29,8.37,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-05-29,11:30,2.50,84,8.8,108.5,12.33,8.43,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-05-29,11:30,3.00,66,8.8,108.6,12.35,8.47,1.1,1.4,744.4,NA,NA,Harry,
myv,33,2018-06-11,11:25,0.00,290,15.0,111,10.88,9.49,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-11,11:25,0.50,210,15.1,110.9,10.85,9.42,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-11,11:25,1.00,170,15.1,110.8,10.84,9.39,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-11,11:25,1.50,130,15.1,110.8,10.83,9.38,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-11,11:25,2.00,115,15.1,110.6,10.82,9.36,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-11,11:25,2.50,103,15.1,110.6,10.82,9.41,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-11,11:25,3.00,87,15.1,110.5,10.81,9.38,2.2,2.8,738.7,NA,NA,Hermione,
myv,33,2018-06-23,7:15,0.00,520,11.7,109.4,11.51,9.61,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-06-23,7:15,0.50,440,11.6,109.7,11.56,9.59,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-06-23,7:15,1.00,310,11.6,109.8,11.57,9.75,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-06-23,7:15,1.50,260,11.6,109.6,11.55,9.54,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-06-23,7:15,2.00,202,11.6,109.1,11.52,9.59,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-06-23,7:15,2.50,148,11.5,109.1,11.55,9.57,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-06-23,7:15,3.00,118,11.5,110,11.67,9.57,2.6,2.8,735.2,NA,NA,Harry,
myv,33,2018-07-01,11:15,0.00,470,12.7,105.7,10.92,9.44,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-01,11:15,0.50,350,12.6,105.9,10.96,9.45,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-01,11:15,1.00,250,12.6,105.9,10.96,9.43,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-01,11:15,1.50,195,12.5,106,11,9.45,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-01,11:15,2.00,160,12.5,106.5,11.05,9.48,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-01,11:15,2.50,155,12.5,106.6,11.06,9.47,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-01,11:15,3.00,120,12.5,107.2,11.12,9.47,2.8,3.4,739.4,NA,NA,Hermoine,
myv,33,2018-07-12,13:19,0.00,280,12.1,103.2,10.82,8.73,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-12,13:19,0.50,180,12.0,103.3,10.82,8.84,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-12,13:19,1.00,120,11.9,103.4,10.86,8.8,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-12,13:19,1.50,75,11.9,103.4,10.86,8.81,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-12,13:19,2.00,56,11.9,103.3,10.85,8.82,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-12,13:19,2.50,37,11.9,103.2,10.84,8.89,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-12,13:19,3.00,25,11.7,104.1,10.98,8.84,0.9,1.1,738.8,NA,NA,Harry,
myv,33,2018-07-20,10:05,0.00,126,13.4,117.2,11.84,8.99,1.5,1.57,735.5,NA,NA,Harry,AM: changed to 126 on 15may2020; confirmed with datasheet; used to be 12.6
myv,33,2018-07-20,10:05,0.50,92,13.4,117.3,11.85,9.18,1.5,1.57,735.5,NA,NA,Harry,
myv,33,2018-07-20,10:05,1.00,76,13.4,117.3,11.88,9.25,1.5,1.57,735.5,NA,NA,Harry,
myv,33,2018-07-20,10:05,1.50,73,13.3,118.4,11.99,9.2,1.5,1.57,735.5,NA,NA,Harry,
myv,33,2018-07-20,10:05,2.00,56,13.3,118.6,12.01,9.22,1.5,1.57,735.5,NA,NA,Harry,
myv,33,2018-07-20,10:05,2.50,43.2,13.3,118.8,12.03,9.19,1.5,1.57,735.5,NA,NA,Harry,
myv,33,2018-07-20,10:05,3.00,32.3,13.3,118.8,12.04,9.22,1.5,1.57,735.5,NA,NA,Harry,
myv,33,2018-07-28,9:40,0.00,145,13.7,129.9,13.03,9.72,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-07-28,9:40,0.50,190,13.7,130.4,13.07,9.73,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-07-28,9:40,1.00,47,13.6,129.8,13.04,9.7,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-07-28,9:40,1.50,29,13.6,129,12.96,9.52,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-07-28,9:40,2.00,19,13.6,127.4,12.79,9.52,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-07-28,9:40,2.50,14,13.5,125,12.58,9.53,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-07-28,9:40,3.00,10,13.5,122.2,12.29,9.53,1.26,1.5,734.6,NA,NA,Hermione,
myv,33,2018-08-11,10:53,0.00,500,12.3,121.5,12.6,9.67,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-11,10:53,0.50,299,11.0,116.18,12.5,9.66,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-11,10:53,1.00,140,10.7,115.7,12.46,9.43,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-11,10:53,1.50,80,10.6,113.9,12.31,9.4,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-11,10:53,2.00,50,10.6,110.2,11.91,9.36,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-11,10:53,2.50,41,10.6,109.4,11.81,9.59,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-11,10:53,3.00,20,10.6,109.1,11.78,9.62,0.95,1.1,737.8,NA,NA,Harry,
myv,33,2018-08-17,10:41,0.00,230,11.9,101.9,10.51,9.42,0.68,0.8,725.5,NA,NA,Harry,
myv,33,2018-08-17,10:41,0.50,85,11.8,102,10.55,9.44,0.68,0.8,725.5,NA,NA,Harry,
myv,33,2018-08-17,10:41,1.00,32,11.8,101.8,10.52,9.4,0.68,0.8,725.5,NA,NA,Harry,
