lakeid,sta,sampledate,sampletime,sampledepth,light,wtemp,o2sat,do,ph,secchi_up,secchi_dn,barom_pres,GPScoord_E,GPScoord_N,comments,
myv,1,2020-08-03,NA,1,NA,11.5,100.1,10.48,NA,0.2,0.27,729.5,406012,7274507,Hermione,
myv,1,2020-08-03,NA,1.5,NA,11.4,95.9,10.05,NA,0.2,0.27,729.5,406012,7274507,Hermione,
myv,1,2020-08-03,NA,2,NA,11.4,95.2,9.77,NA,0.2,0.27,729.5,406012,7274507,Hermione,
myv,1,2020-08-03,NA,2.5,NA,11.4,92.6,9.71,NA,0.2,0.27,729.5,406012,7274507,Hermione,
myv,33,2020-08-03,NA,0,NA,11.5,109.5,11.45,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,33,2020-08-03,NA,0.5,NA,11.4,109.3,11.47,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,33,2020-08-03,NA,1,NA,11.4,109.1,11.44,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,33,2020-08-03,NA,1.5,NA,11.2,107.5,11.32,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,33,2020-08-03,NA,2,NA,11.2,106.2,11.18,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,33,2020-08-03,NA,2.5,NA,11.1,102.4,10.81,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,33,2020-08-03,NA,3,NA,11.1,102.2,10.74,NA,0.7,1,729.3,407551,7276107,Hermione,
myv,2,2020-08-03,NA,0,NA,12,112.8,11.66,NA,0.98,1.2,729.2,406392,7278031,Hermione,
myv,2,2020-08-03,NA,0.5,NA,11.8,112,11.64,NA,0.98,1.2,729.2,406392,7278031,Hermione,
myv,2,2020-08-03,NA,1,NA,11.6,110.8,11.55,NA,0.98,1.2,729.2,406392,7278031,Hermione,
myv,2,2020-08-03,NA,1.5,NA,11.5,108.5,11.35,NA,0.98,1.2,729.2,406392,7278031,Hermione,
myv,2,2020-08-03,NA,2,NA,11.4,106.2,11.13,NA,0.98,1.2,729.2,406392,7278031,Hermione,
myv,2,2020-08-03,NA,2.5,NA,11.4,104.7,10.96,NA,0.98,1.2,729.2,406392,7278031,Hermione,
myv,4,2020-08-03,NA,0,NA,12.3,117.3,12.05,NA,1.06,1.22,728.9,407649,7278506,Hermione,
myv,4,2020-08-03,NA,0.5,NA,12.1,118.3,12.2,NA,1.06,1.22,728.9,407649,7278506,Hermione,
myv,4,2020-08-03,NA,1,NA,11.7,118.3,12.31,NA,1.06,1.22,728.9,407649,7278506,Hermione,
myv,4,2020-08-03,NA,1.5,NA,11.5,115,12.04,NA,1.06,1.22,728.9,407649,7278506,Hermione,
myv,4,2020-08-03,NA,2,NA,11.4,107.5,11.29,NA,1.06,1.22,728.9,407649,7278506,Hermione,
myv,4,2020-08-03,NA,2.5,NA,11.3,102.9,10.81,NA,1.06,1.22,728.9,407649,7278506,Hermione,
myv,5,2020-08-03,NA,0,NA,11.9,117.7,12.19,NA,1.1,1.2,728.6,409768,7276311,Hermione,
myv,5,2020-08-03,NA,0.5,NA,11.8,117.7,12.22,NA,1.1,1.2,728.6,409768,7276311,Hermione,
myv,5,2020-08-03,NA,1,NA,11.8,117.3,12.17,NA,1.1,1.2,728.6,409768,7276311,Hermione,
myv,5,2020-08-03,NA,1.5,NA,11.6,114,11.88,NA,1.1,1.2,728.6,409768,7276311,Hermione,
myv,5,2020-08-03,NA,2,NA,11.2,107.3,11.27,NA,1.1,1.2,728.6,409768,7276311,Hermione,
myv,5,2020-08-03,NA,2.5,NA,11.2,107.6,11.32,NA,1.1,1.2,728.6,409768,7276311,Hermione,
myv,6,2020-08-03,NA,0,NA,11.7,134.8,14.03,NA,0.19,0.3,728.2,408920,7274385,Hermione,
myv,6,2020-08-03,NA,0.5,NA,11.7,134.3,13.98,NA,0.19,0.3,728.2,408920,7274385,Hermione,
myv,6,2020-08-03,NA,1,NA,11.4,128.7,13.47,NA,0.19,0.3,728.2,408920,7274385,Hermione,
myv,6,2020-08-03,NA,1.5,NA,9.9,109.6,11.89,NA,0.19,0.3,728.2,408920,7274385,Hermione,
myv,6,2020-08-03,NA,2,NA,9.9,108.5,11.76,NA,0.19,0.3,728.2,408920,7274385,Hermione,
myv,6,2020-08-03,NA,2.5,NA,9.8,106.7,11.57,NA,0.19,0.3,728.2,408920,7274385,Hermione,
myv,33,2020-08-12,10:50,0,650,12.7,113.6,11.76,8.98,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-12,10:50,0.5,205,12.7,113.2,11.72,8.86,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-12,10:50,1,90,12.6,113,11.72,8.82,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-12,10:50,1.5,33,12.6,111.9,11.6,8.82,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-12,10:50,2,15,12.5,110.8,11.51,8.82,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-12,10:50,2.5,7.4,12.5,107.6,11.2,8.81,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-12,10:50,3,3.9,12.4,104.1,10.84,8.81,0.75,0.85,741.4,NA,NA,Hermione,
myv,33,2020-08-22,10:54,0,699.6,11.4,114.1,12.06,9.04,0.42,0.55,735,NA,NA,Hermione,
myv,33,2020-08-22,10:54,0.5,236.6,11.4,114.3,12.08,8.84,0.42,0.55,735,NA,NA,Hermione,
myv,33,2020-08-22,10:54,1,45.19,11.3,113.9,12.07,8.74,0.42,0.55,735,NA,NA,Hermione,
myv,33,2020-08-22,10:54,1.5,15.32,11.2,111.5,11.84,8.75,0.42,0.55,735,NA,NA,Hermione,
myv,33,2020-08-22,10:54,2,5.775,11.2,110.1,11.69,8.75,0.42,0.55,735,NA,NA,Hermione,
myv,33,2020-08-22,10:54,2.5,2.06,11.2,107.9,11.47,8.75,0.42,0.55,735,NA,NA,Hermione,
myv,33,2020-08-22,10:54,3,0.9624,11.2,105.7,11.22,8.74,0.42,0.55,735,NA,NA,Hermione,
myv,1,2020-09-01,06:20,0,30,11.4,106.3,11.05,NA,NA,NA,723.5,406010,7274508,Hermione,
myv,1,2020-09-01,06:20,0.5,11,11.5,106.3,11.04,NA,NA,NA,723.5,406010,7274508,Hermione,
myv,1,2020-09-01,06:20,1,2.1,11.5,106.3,11.04,NA,NA,NA,723.5,406010,7274508,Hermione,
myv,1,2020-09-01,06:20,1.5,0.55,11.5,105.9,10.99,NA,NA,NA,723.5,406010,7274508,Hermione,
myv,1,2020-09-01,06:20,2,0.18,11.5,105.8,10.98,NA,NA,NA,723.5,406010,7274508,Hermione,
myv,1,2020-09-01,06:20,2.5,0.07,11.5,105.6,10.96,NA,NA,NA,723.5,406010,7274508,Hermione,
myv,2,2020-09-01,08:00,0,40.5,11.2,102.3,10.69,NA,NA,NA,723.5,406383,7278037,Hermione,
myv,2,2020-09-01,08:00,0.5,25.3,11.2,102.1,10.66,NA,NA,NA,723.5,406383,7278037,Hermione,
myv,2,2020-09-01,08:00,1,18.7,11.2,102.2,10.68,NA,NA,NA,723.5,406383,7278037,Hermione,
myv,2,2020-09-01,08:00,1.5,9.9,11.2,101.9,10.64,NA,NA,NA,723.5,406383,7278037,Hermione,
myv,2,2020-09-01,08:00,2,5.3,11.2,101.3,10.58,NA,NA,NA,723.5,406383,7278037,Hermione,
myv,2,2020-09-01,08:00,2.5,3.18,11.2,101.7,10.6,NA,NA,NA,723.5,406383,7278037,Hermione,
myv,33,2020-09-01,06:55,0,36,11.5,101.2,10.5,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,33,2020-09-01,06:55,0.5,17,11.5,101.1,10.49,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,33,2020-09-01,06:55,1,6.3,11.5,101,10.47,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,33,2020-09-01,06:55,1.5,2.9,11.5,100.5,10.44,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,33,2020-09-01,06:55,2,1.1,11.5,100.4,10.42,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,33,2020-09-01,06:55,2.5,0.51,11.5,99.7,10.34,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,33,2020-09-01,06:55,3,0.25,11.5,97.9,10.19,NA,NA,NA,723.5,407562,7276106,Hermione,
myv,4,2020-09-01,08:30,0,63,11.4,100.9,10.49,NA,NA,NA,723.5,407660,7278510,Hermione,
myv,4,2020-09-01,08:30,0.5,43.5,11.4,100.9,10.49,NA,NA,NA,723.5,407660,7278510,Hermione,
myv,4,2020-09-01,08:30,1,18.6,11.4,100.8,10.48,NA,NA,NA,723.5,407660,7278510,Hermione,
myv,4,2020-09-01,08:30,1.5,8.3,11.4,100.7,10.47,NA,NA,NA,723.5,407660,7278510,Hermione,
myv,4,2020-09-01,08:30,2,4.8,11.4,100.4,10.45,NA,NA,NA,723.5,407660,7278510,Hermione,
myv,4,2020-09-01,08:30,2.5,2.7,11.4,100.4,10.44,NA,NA,NA,723.5,407660,7278510,Hermione,
myv,5,2020-09-01,09:10,0,104,10.8,107.3,11.31,NA,NA,NA,723.5,409744,7276304,Hermione,
myv,5,2020-09-01,09:10,0.5,25,10.8,10.63,11.21,NA,NA,NA,723.5,409744,7276304,Hermione,
myv,5,2020-09-01,09:10,1,6.3,10.7,100.7,10.64,NA,NA,NA,723.5,409744,7276304,Hermione,
myv,5,2020-09-01,09:10,1.5,2.9,10.6,98.7,10.45,NA,NA,NA,723.5,409744,7276304,Hermione,
myv,5,2020-09-01,09:10,2,0.98,10.6,98.4,10.42,NA,NA,NA,723.5,409744,7276304,Hermione,
myv,6,2020-09-01,09:40,0,92,9.9,106.9,11.51,NA,NA,NA,723.5,408922,7274384,Hermione,
myv,6,2020-09-01,09:40,0.5,68,9.9,106.9,11.51,NA,NA,NA,723.5,408922,7274384,Hermione,
myv,6,2020-09-01,09:40,1,42,9.8,106.9,11.51,NA,NA,NA,723.5,408922,7274384,Hermione,
myv,6,2020-09-01,09:40,1.5,30,9.9,106.8,11.53,NA,NA,NA,723.5,408922,7274384,Hermione,
myv,6,2020-09-01,09:40,2,20,9.8,106.7,11.51,NA,NA,NA,723.5,408922,7274384,Hermione,
myv,6,2020-09-01,09:40,2.5,16,9.4,106,11.54,NA,NA,NA,723.5,408922,7274384,Hermione,
