"Plot Title: fridge North (Jamie)"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517214, SEN S/N: 10517214)","Intensity, Lux (LGR S/N: 10517214, SEN S/N: 10517214)","Coupler Detached (LGR S/N: 10517214)","End Of File (LGR S/N: 10517214)"
2663,08/23/20 23:46:20,11.236,936.5,,
2664,08/23/20 23:56:20,11.625,925.7,,
2665,08/24/20 00:06:20,11.334,936.5,,
2666,08/24/20 00:16:20,11.334,936.5,,
2667,08/24/20 00:26:20,11.722,936.5,,
2668,08/24/20 00:36:20,11.236,936.5,,
2669,08/24/20 00:46:20,11.528,925.7,,
2670,08/24/20 00:56:20,11.528,936.5,,
2671,08/24/20 01:06:20,11.236,936.5,,
2672,08/24/20 01:16:20,11.625,925.7,,
2673,08/24/20 01:26:20,11.334,936.5,,
2674,08/24/20 01:36:20,11.334,936.5,,
2675,08/24/20 01:46:20,11.625,936.5,,
2676,08/24/20 01:56:20,11.236,936.5,,
2677,08/24/20 02:06:20,11.528,936.5,,
2678,08/24/20 02:16:20,11.528,936.5,,
2679,08/24/20 02:26:20,11.334,936.5,,
2680,08/24/20 02:36:20,11.722,936.5,,
2681,08/24/20 02:46:20,11.334,936.5,,
2682,08/24/20 02:56:20,11.431,936.5,,
2683,08/24/20 03:06:20,11.625,936.5,,
2684,08/24/20 03:16:20,11.236,936.5,,
2685,08/24/20 03:26:20,11.625,925.7,,
2686,08/24/20 03:36:20,11.431,936.5,,
2687,08/24/20 03:46:20,11.334,936.5,,
2688,08/24/20 03:56:20,11.722,936.5,,
2689,08/24/20 04:06:20,10.748,0.0,,
2690,08/24/20 04:16:20,10.357,0.0,,
2691,08/24/20 04:26:20,10.063,0.0,,
2692,08/24/20 04:36:20,9.472,0.0,,
2693,08/24/20 04:46:20,9.669,0.0,,
2694,08/24/20 04:56:20,9.373,0.0,,
2695,08/24/20 05:06:20,9.176,0.0,,
2696,08/24/20 05:16:20,9.571,0.0,,
2697,08/24/20 05:26:20,9.077,0.0,,
2698,08/24/20 05:36:20,9.176,0.0,,
2699,08/24/20 05:46:20,9.373,0.0,,
2700,08/24/20 05:56:20,8.978,0.0,,
2701,08/24/20 06:06:20,9.176,0.0,,
2702,08/24/20 06:16:20,9.176,0.0,,
2703,08/24/20 06:26:20,8.879,0.0,,
2704,08/24/20 06:36:20,9.176,0.0,,
2705,08/24/20 06:46:20,8.978,0.0,,
2706,08/24/20 06:56:20,8.779,0.0,,
2707,08/24/20 07:06:20,9.176,0.0,,
2708,08/24/20 07:16:20,8.779,0.0,,
2709,08/24/20 07:26:20,8.779,0.0,,
2710,08/24/20 07:36:20,9.077,0.0,,
2711,08/24/20 07:46:20,8.680,0.0,,
2712,08/24/20 07:56:20,8.779,0.0,,
2713,08/24/20 08:06:20,8.978,0.0,,
2714,08/24/20 08:16:20,8.581,0.0,,
2715,08/24/20 08:26:20,8.779,0.0,,
2716,08/24/20 08:36:20,8.879,0.0,,
2717,08/24/20 08:46:20,8.481,0.0,,
2718,08/24/20 08:56:20,8.680,0.0,,
2719,08/24/20 09:06:20,8.779,0.0,,
2720,08/24/20 09:16:20,8.581,0.0,,
2721,08/24/20 09:26:20,8.779,0.0,,
2722,08/24/20 09:36:20,8.581,0.0,,
2723,08/24/20 09:46:20,8.382,0.0,,
2724,08/24/20 09:56:20,8.680,0.0,,
2725,08/24/20 10:06:20,8.779,1001.0,,
2726,08/24/20 10:16:20,9.373,958.0,,
2727,08/24/20 10:26:20,10.161,947.2,,
2728,08/24/20 10:36:20,10.063,936.5,,
2729,08/24/20 10:46:20,10.357,936.5,,
2730,08/24/20 10:56:20,10.748,936.5,,
2731,08/24/20 11:06:20,10.357,936.5,,
2732,08/24/20 11:16:20,10.651,936.5,,
2733,08/24/20 11:26:20,10.846,936.5,,
2734,08/24/20 11:36:20,10.553,936.5,,
2735,08/24/20 11:46:20,10.846,936.5,,
2736,08/24/20 11:56:20,10.748,936.5,,
2737,08/24/20 12:06:20,10.651,936.5,,
2738,08/24/20 12:16:20,11.041,936.5,,
2739,08/24/20 12:26:20,10.651,936.5,,
2740,08/24/20 12:36:20,10.748,936.5,,
2741,08/24/20 12:46:20,11.041,936.5,,
2742,08/24/20 12:56:20,10.651,936.5,,
2743,08/24/20 13:06:20,10.944,936.5,,
2744,08/24/20 13:16:20,11.041,936.5,,
2745,08/24/20 13:26:20,10.748,936.5,,
2746,08/24/20 13:36:20,11.139,936.5,,
2747,08/24/20 13:46:20,10.846,936.5,,
2748,08/24/20 13:56:20,10.846,936.5,,
2749,08/24/20 14:06:20,11.236,936.5,,
2750,08/24/20 14:16:20,10.846,936.5,,
2751,08/24/20 14:26:20,11.041,936.5,,
2752,08/24/20 14:36:20,11.139,936.5,,
2753,08/24/20 14:46:20,10.846,936.5,,
2754,08/24/20 14:56:20,11.334,936.5,,
2755,08/24/20 15:06:20,11.041,936.5,,
2756,08/24/20 15:16:20,11.041,936.5,,
2757,08/24/20 15:26:20,11.334,936.5,,
2758,08/24/20 15:36:20,10.944,936.5,,
2759,08/24/20 15:46:20,11.236,936.5,,
2760,08/24/20 15:56:20,11.236,936.5,,
2761,08/24/20 16:06:20,11.041,936.5,,
2762,08/24/20 16:16:20,11.431,936.5,,
2763,08/24/20 16:26:20,11.139,936.5,,
2764,08/24/20 16:36:20,11.236,936.5,,
2765,08/24/20 16:46:20,11.431,936.5,,
2766,08/24/20 16:56:20,11.041,936.5,,
2767,08/24/20 17:06:20,11.431,936.5,,
2768,08/24/20 17:16:20,11.334,936.5,,
2769,08/24/20 17:26:20,11.236,936.5,,
2770,08/24/20 17:36:20,11.528,936.5,,
2771,08/24/20 17:46:20,11.236,936.5,,
2772,08/24/20 17:56:20,11.528,936.5,,
2773,08/24/20 18:06:20,11.528,936.5,,
2774,08/24/20 18:16:20,11.236,936.5,,
2775,08/24/20 18:26:20,11.625,936.5,,
2776,08/24/20 18:36:20,11.334,936.5,,
2777,08/24/20 18:46:20,11.334,936.5,,
2778,08/24/20 18:56:20,11.625,936.5,,
2779,08/24/20 19:06:20,11.236,936.5,,
2780,08/24/20 19:16:20,11.528,936.5,,
2781,08/24/20 19:26:20,11.431,936.5,,
2782,08/24/20 19:36:20,11.334,936.5,,
2783,08/24/20 19:46:20,11.722,936.5,,
2784,08/24/20 19:56:20,11.236,936.5,,
2785,08/24/20 20:06:20,11.431,936.5,,
2786,08/24/20 20:16:20,11.625,936.5,,
2787,08/24/20 20:26:20,11.236,936.5,,
2788,08/24/20 20:36:20,11.625,936.5,,
2789,08/24/20 20:46:20,11.334,936.5,,
2790,08/24/20 20:56:20,11.334,936.5,,
2791,08/24/20 21:06:20,11.722,936.5,,
2792,08/24/20 21:16:20,11.236,936.5,,
2793,08/24/20 21:26:20,11.528,936.5,,
2794,08/24/20 21:36:20,11.528,936.5,,
2795,08/24/20 21:46:20,11.334,936.5,,
2796,08/24/20 21:56:20,11.722,936.5,,
2797,08/24/20 22:06:20,11.334,936.5,,
2798,08/24/20 22:16:20,11.431,936.5,,
2799,08/24/20 22:26:20,11.625,936.5,,
2800,08/24/20 22:36:20,11.236,936.5,,
2801,08/24/20 22:46:20,11.625,936.5,,
2802,08/24/20 22:56:20,11.431,936.5,,
2803,08/24/20 23:06:20,11.334,936.5,,
2804,08/24/20 23:16:20,11.722,936.5,,
2805,08/24/20 23:26:20,11.236,936.5,,
2806,08/24/20 23:36:20,11.431,936.5,,
2807,08/24/20 23:46:20,11.625,936.5,,
2808,08/24/20 23:56:20,11.236,936.5,,
2809,08/25/20 00:06:20,11.625,936.5,,
2810,08/25/20 00:16:20,11.431,936.5,,
2811,08/25/20 00:26:20,11.334,936.5,,
2812,08/25/20 00:36:20,11.722,936.5,,
2813,08/25/20 00:46:20,11.236,936.5,,
2814,08/25/20 00:56:20,11.528,936.5,,
2815,08/25/20 01:06:20,11.625,936.5,,
2816,08/25/20 01:16:20,11.334,936.5,,
2817,08/25/20 01:26:20,11.722,936.5,,
2818,08/25/20 01:36:20,11.334,936.5,,
2819,08/25/20 01:46:20,11.431,936.5,,
2820,08/25/20 01:56:20,11.722,936.5,,
2821,08/25/20 02:06:20,11.236,936.5,,
2822,08/25/20 02:16:20,11.528,936.5,,
2823,08/25/20 02:26:20,11.528,936.5,,
2824,08/25/20 02:36:20,11.334,936.5,,
2825,08/25/20 02:46:20,11.722,936.5,,
2826,08/25/20 02:56:20,11.334,936.5,,
2827,08/25/20 03:06:20,11.431,936.5,,
2828,08/25/20 03:16:20,11.722,936.5,,
2829,08/25/20 03:26:20,11.236,936.5,,
2830,08/25/20 03:36:20,11.625,936.5,,
2831,08/25/20 03:46:20,11.431,936.5,,
2832,08/25/20 03:56:20,11.334,936.5,,
2833,08/25/20 04:06:20,11.236,0.0,,
2834,08/25/20 04:16:20,10.259,0.0,,
2835,08/25/20 04:26:20,9.965,0.0,,
2836,08/25/20 04:36:20,9.866,0.0,,
2837,08/25/20 04:46:20,9.373,0.0,,
2838,08/25/20 04:56:20,9.571,0.0,,
2839,08/25/20 05:06:20,9.373,0.0,,
2840,08/25/20 05:16:20,9.176,0.0,,
2841,08/25/20 05:26:20,9.472,0.0,,
2842,08/25/20 05:36:20,9.077,0.0,,
2843,08/25/20 05:46:20,9.077,0.0,,
2844,08/25/20 05:56:20,9.373,0.0,,
2845,08/25/20 06:06:20,8.879,0.0,,
2846,08/25/20 06:16:20,9.077,0.0,,
2847,08/25/20 06:26:20,9.176,0.0,,
2848,08/25/20 06:36:20,8.779,0.0,,
2849,08/25/20 06:46:20,9.077,0.0,,
2850,08/25/20 06:56:20,8.978,0.0,,
2851,08/25/20 07:06:20,8.779,0.0,,
2852,08/25/20 07:16:20,9.077,0.0,,
2853,08/25/20 07:26:20,8.779,0.0,,
2854,08/25/20 07:36:20,8.680,0.0,,
2855,08/25/20 07:46:20,8.978,0.0,,
2856,08/25/20 07:56:20,8.581,0.0,,
2857,08/25/20 08:06:20,8.680,0.0,,
2858,08/25/20 08:16:20,8.978,0.0,,
2859,08/25/20 08:26:20,8.481,0.0,,
2860,08/25/20 08:36:20,8.680,0.0,,
2861,08/25/20 08:46:20,8.879,0.0,,
2862,08/25/20 08:56:20,8.382,0.0,,
2863,08/25/20 09:06:20,8.581,0.0,,
2864,08/25/20 09:16:20,8.779,0.0,,
2865,08/25/20 09:26:20,8.382,0.0,,
2866,08/25/20 09:36:20,8.581,0.0,,
2867,08/25/20 09:46:20,8.680,0.0,,
2868,08/25/20 09:56:20,8.282,0.0,,
2869,08/25/20 10:06:20,8.879,1011.8,,
2870,08/25/20 10:16:20,9.472,958.0,,
2871,08/25/20 10:26:20,9.768,947.2,,
2872,08/25/20 10:36:20,10.455,936.5,,
2873,08/25/20 10:46:20,10.357,936.5,,
2874,08/25/20 10:56:20,10.455,936.5,,
2875,08/25/20 11:06:20,10.846,936.5,,
2876,08/25/20 11:16:20,10.455,936.5,,
2877,08/25/20 11:26:20,10.651,936.5,,
2878,08/25/20 11:36:20,10.846,936.5,,
2879,08/25/20 11:46:20,10.553,936.5,,
2880,08/25/20 11:56:20,10.944,936.5,,
2881,08/25/20 12:06:20,10.748,936.5,,
2882,08/25/20 12:16:20,10.651,936.5,,
2883,08/25/20 12:26:20,11.041,936.5,,
2884,08/25/20 12:36:20,10.651,936.5,,
2885,08/25/20 12:46:20,10.846,936.5,,
2886,08/25/20 12:56:20,11.041,936.5,,
2887,08/25/20 13:06:20,10.651,936.5,,
2888,08/25/20 13:16:20,11.041,936.5,,
2889,08/25/20 13:26:20,10.944,936.5,,
2890,08/25/20 13:36:20,10.748,936.5,,
2891,08/25/20 13:46:20,11.236,936.5,,
2892,08/25/20 13:56:20,10.846,936.5,,
2893,08/25/20 14:06:20,10.944,936.5,,
2894,08/25/20 14:16:20,11.334,936.5,,
2895,08/25/20 14:26:20,10.846,936.5,,
2896,08/25/20 14:36:20,11.139,936.5,,
2897,08/25/20 14:46:20,11.236,936.5,,
2898,08/25/20 14:56:20,10.944,936.5,,
2899,08/25/20 15:06:20,11.334,936.5,,
2900,08/25/20 15:16:20,11.041,936.5,,
2901,08/25/20 15:26:20,11.139,936.5,,
2902,08/25/20 15:36:20,11.431,936.5,,
2903,08/25/20 15:46:20,11.041,936.5,,
2904,08/25/20 15:56:20,11.236,936.5,,
2905,08/25/20 16:06:20,11.334,936.5,,
2906,08/25/20 16:16:20,11.041,936.5,,
2907,08/25/20 16:26:20,11.431,936.5,,
2908,08/25/20 16:36:20,11.139,936.5,,
2909,08/25/20 16:46:20,11.236,936.5,,
2910,08/25/20 16:56:20,11.528,936.5,,
2911,08/25/20 17:06:20,11.139,936.5,,
2912,08/25/20 17:16:20,11.431,936.5,,
2913,08/25/20 17:26:20,11.625,936.5,,
2914,08/25/20 17:36:20,11.236,936.5,,
2915,08/25/20 17:46:20,11.625,936.5,,
2916,08/25/20 17:56:20,11.236,936.5,,
2917,08/25/20 18:06:20,11.334,936.5,,
2918,08/25/20 18:16:20,11.528,936.5,,
2919,08/25/20 18:26:20,11.139,936.5,,
2920,08/25/20 18:36:20,11.431,936.5,,
2921,08/25/20 18:46:20,11.334,936.5,,
2922,08/25/20 18:56:20,11.139,936.5,,
2923,08/25/20 19:06:20,11.528,936.5,,
2924,08/25/20 19:16:20,11.139,936.5,,
2925,08/25/20 19:26:20,11.334,936.5,,
2926,08/25/20 19:36:20,11.431,936.5,,
2927,08/25/20 19:46:20,11.139,936.5,,
2928,08/25/20 19:56:20,11.431,936.5,,
2929,08/25/20 20:06:20,11.236,936.5,,
2930,08/25/20 20:16:20,11.139,936.5,,
2931,08/25/20 20:26:20,11.528,936.5,,
2932,08/25/20 20:36:20,11.041,936.5,,
2933,08/25/20 20:46:20,11.236,936.5,,
2934,08/25/20 20:56:20,11.334,936.5,,
2935,08/25/20 21:06:20,11.041,936.5,,
2936,08/25/20 21:16:20,11.334,936.5,,
2937,08/25/20 21:26:20,11.139,936.5,,
2938,08/25/20 21:36:20,11.041,936.5,,
2939,08/25/20 21:46:20,11.431,936.5,,
2940,08/25/20 21:56:20,10.944,936.5,,
2941,08/25/20 22:06:20,11.139,936.5,,
2942,08/25/20 22:16:20,11.334,936.5,,
2943,08/25/20 22:26:20,10.944,936.5,,
2944,08/25/20 22:36:20,11.334,936.5,,
2945,08/25/20 22:46:20,11.139,936.5,,
2946,08/25/20 22:56:20,10.944,936.5,,
2947,08/25/20 23:06:20,11.431,936.5,,
2948,08/25/20 23:16:20,10.944,936.5,,
2949,08/25/20 23:26:20,11.041,936.5,,
2950,08/25/20 23:36:20,11.334,936.5,,
2951,08/25/20 23:46:20,10.846,936.5,,
2952,08/25/20 23:56:20,11.139,936.5,,
2953,08/26/20 00:06:20,11.236,936.5,,
2954,08/26/20 00:16:20,10.846,936.5,,
2955,08/26/20 00:26:20,11.236,936.5,,
2956,08/26/20 00:36:20,11.041,936.5,,
2957,08/26/20 00:46:20,10.944,936.5,,
2958,08/26/20 00:56:20,11.236,936.5,,
2959,08/26/20 01:06:20,10.846,936.5,,
2960,08/26/20 01:16:20,10.944,936.5,,
2961,08/26/20 01:26:20,11.236,936.5,,
2962,08/26/20 01:36:20,10.846,936.5,,
2963,08/26/20 01:46:20,11.041,936.5,,
2964,08/26/20 01:56:20,11.139,936.5,,
2965,08/26/20 02:06:20,10.748,936.5,,
2966,08/26/20 02:16:20,11.041,936.5,,
2967,08/26/20 02:26:20,11.041,936.5,,
2968,08/26/20 02:36:20,10.748,936.5,,
2969,08/26/20 02:46:20,11.139,936.5,,
2970,08/26/20 02:56:20,10.846,936.5,,
2971,08/26/20 03:06:20,10.748,936.5,,
2972,08/26/20 03:16:20,11.041,936.5,,
2973,08/26/20 03:26:20,10.748,936.5,,
2974,08/26/20 03:36:20,10.748,936.5,,
2975,08/26/20 03:46:20,11.139,936.5,,
2976,08/26/20 03:56:20,10.748,936.5,,
2977,08/26/20 04:06:20,10.161,0.0,,
2978,08/26/20 04:16:20,9.965,0.0,,
2979,08/26/20 04:26:20,9.176,0.0,,
2980,08/26/20 04:36:20,8.779,0.0,,
2981,08/26/20 04:46:20,8.978,0.0,,
2982,08/26/20 04:56:20,8.680,0.0,,
2983,08/26/20 05:06:20,8.382,0.0,,
2984,08/26/20 05:16:20,8.680,0.0,,
2985,08/26/20 05:26:20,8.581,0.0,,
2986,08/26/20 05:36:20,8.182,0.0,,
2987,08/26/20 05:46:20,8.382,0.0,,
2988,08/26/20 05:56:20,8.581,0.0,,
2989,08/26/20 06:06:20,7.983,0.0,,
2990,08/26/20 06:16:20,8.082,0.0,,
2991,08/26/20 06:26:20,8.481,0.0,,
2992,08/26/20 06:36:20,8.082,0.0,,
2993,08/26/20 06:46:20,7.882,0.0,,
2994,08/26/20 06:56:20,8.182,0.0,,
2995,08/26/20 07:06:20,8.182,0.0,,
2996,08/26/20 07:16:20,7.682,0.0,,
2997,08/26/20 07:26:20,7.782,0.0,,
2998,08/26/20 07:36:20,8.182,0.0,,
2999,08/26/20 07:46:20,7.782,0.0,,
3000,08/26/20 07:56:20,7.582,0.0,,
3001,08/26/20 08:06:20,7.882,0.0,,
3002,08/26/20 08:16:20,7.983,0.0,,
3003,08/26/20 08:26:20,7.481,0.0,,
3004,08/26/20 08:36:20,7.682,0.0,,
3005,08/26/20 08:46:20,8.082,0.0,,
3006,08/26/20 08:56:20,7.582,0.0,,
3007,08/26/20 09:06:20,7.481,0.0,,
3008,08/26/20 09:16:20,7.782,0.0,,
3009,08/26/20 09:26:20,7.882,0.0,,
3010,08/26/20 09:36:20,7.381,0.0,,
3011,08/26/20 09:46:20,7.582,0.0,,
3012,08/26/20 09:56:20,7.882,0.0,,
3013,08/26/20 10:06:20,7.782,1011.8,,
3014,08/26/20 10:16:20,8.481,968.8,,
3015,08/26/20 10:26:20,9.275,947.2,,
3016,08/26/20 10:36:20,9.472,947.2,,
3017,08/26/20 10:46:20,9.373,947.2,,
3018,08/26/20 10:56:20,9.768,947.2,,
3019,08/26/20 11:06:20,9.866,947.2,,
3020,08/26/20 11:16:20,9.571,947.2,,
3021,08/26/20 11:26:20,9.965,947.2,,
3022,08/26/20 11:36:20,10.063,947.2,,
3023,08/26/20 11:46:20,9.768,947.2,,
3024,08/26/20 11:56:20,10.063,947.2,,
3025,08/26/20 12:06:20,10.161,947.2,,
3026,08/26/20 12:16:20,9.866,947.2,,
3027,08/26/20 12:26:20,10.259,947.2,,
3028,08/26/20 12:36:20,10.161,947.2,,
3029,08/26/20 12:46:20,9.965,947.2,,
3030,08/26/20 12:56:20,10.357,936.5,,
3031,08/26/20 13:06:20,10.161,947.2,,
3032,08/26/20 13:16:20,10.063,947.2,,
3033,08/26/20 13:26:20,10.553,936.5,,
3034,08/26/20 13:36:20,10.161,947.2,,
3035,08/26/20 13:46:20,10.259,936.5,,
3036,08/26/20 13:56:20,10.553,936.5,,
3037,08/26/20 14:06:20,10.161,947.2,,
3038,08/26/20 14:16:20,10.357,936.5,,
3039,08/26/20 14:26:20,10.651,947.2,,
3040,08/26/20 14:36:20,10.259,947.2,,
3041,08/26/20 14:46:20,10.553,936.5,,
3042,08/26/20 14:56:20,10.553,947.2,,
3043,08/26/20 15:06:20,10.357,936.5,,
3044,08/26/20 15:16:20,10.748,936.5,,
3045,08/26/20 15:26:20,10.455,936.5,,
3046,08/26/20 15:36:20,10.455,947.2,,
3047,08/26/20 15:46:20,10.846,936.5,,
3048,08/26/20 15:56:20,10.455,947.2,,
3049,08/26/20 16:06:20,10.553,936.5,,
3050,08/26/20 16:16:20,10.846,936.5,,
3051,08/26/20 16:26:20,10.455,947.2,,
3052,08/26/20 16:36:20,10.748,936.5,,
3053,08/26/20 16:46:20,10.748,936.5,,
3054,08/26/20 16:56:20,10.553,947.2,,
3055,08/26/20 17:06:20,10.944,936.5,,
3056,08/26/20 17:16:20,10.651,947.2,,
3057,08/26/20 17:26:20,10.651,936.5,,
3058,08/26/20 17:36:20,11.041,936.5,,
3059,08/26/20 17:46:20,10.651,936.5,,
3060,08/26/20 17:56:20,10.846,936.5,,
3061,08/26/20 18:06:20,10.944,936.5,,
3062,08/26/20 18:16:20,10.651,936.5,,
3063,08/26/20 18:26:20,10.944,936.5,,
3064,08/26/20 18:36:20,10.846,936.5,,
3065,08/26/20 18:46:20,10.748,936.5,,
3066,08/26/20 18:56:20,11.139,936.5,,
3067,08/26/20 19:06:20,10.748,936.5,,
3068,08/26/20 19:16:20,10.846,936.5,,
3069,08/26/20 19:26:20,11.041,936.5,,
3070,08/26/20 19:36:20,10.651,936.5,,
3071,08/26/20 19:46:20,10.944,936.5,,
3072,08/26/20 19:56:20,11.041,936.5,,
3073,08/26/20 20:06:20,10.748,936.5,,
3074,08/26/20 20:16:20,11.139,936.5,,
3075,08/26/20 20:26:20,10.846,936.5,,
3076,08/26/20 20:36:20,10.748,936.5,,
3077,08/26/20 20:46:20,11.139,936.5,,
3078,08/26/20 20:56:20,10.748,936.5,,
3079,08/26/20 21:06:20,10.846,936.5,,
3080,08/26/20 21:16:20,11.139,936.5,,
3081,08/26/20 21:26:20,10.651,947.2,,
3082,08/26/20 21:36:20,10.944,936.5,,
3083,08/26/20 21:46:20,11.041,936.5,,
3084,08/26/20 21:56:20,10.651,947.2,,
3085,08/26/20 22:06:20,10.944,936.5,,
3086,08/26/20 22:16:20,10.846,936.5,,
3087,08/26/20 22:26:20,10.651,936.5,,
3088,08/26/20 22:36:20,11.041,936.5,,
3089,08/26/20 22:46:20,10.748,947.2,,
3090,08/26/20 22:56:20,10.748,936.5,,
3091,08/26/20 23:06:20,11.139,936.5,,
3092,08/26/20 23:16:20,10.651,947.2,,
3093,08/26/20 23:26:20,10.846,936.5,,
3094,08/26/20 23:36:20,11.041,936.5,,
3095,08/26/20 23:46:20,10.651,936.5,,
3096,08/26/20 23:56:20,10.944,936.5,,
3097,08/27/20 00:06:20,11.041,936.5,,
3098,08/27/20 00:16:20,10.651,947.2,,
3099,08/27/20 00:26:20,10.944,936.5,,
3100,08/27/20 00:36:20,10.846,936.5,,
3101,08/27/20 00:46:20,10.651,936.5,,
3102,08/27/20 00:56:20,11.139,936.5,,
3103,08/27/20 01:06:20,10.748,925.7,,
3104,08/27/20 01:16:20,10.748,936.5,,
3105,08/27/20 01:26:20,11.139,936.5,,
3106,08/27/20 01:36:20,10.651,936.5,,
3107,08/27/20 01:46:20,10.846,936.5,,
3108,08/27/20 01:56:20,11.139,936.5,,
3109,08/27/20 02:06:20,10.651,936.5,,
3110,08/27/20 02:16:20,10.944,936.5,,
3111,08/27/20 02:26:20,11.041,936.5,,
3112,08/27/20 02:36:20,10.651,936.5,,
3113,08/27/20 02:46:20,11.041,936.5,,
3114,08/27/20 02:56:20,10.846,936.5,,
3115,08/27/20 03:06:20,10.651,936.5,,
3116,08/27/20 03:16:20,11.139,936.5,,
3117,08/27/20 03:26:20,10.748,947.2,,
3118,08/27/20 03:36:20,10.748,936.5,,
3119,08/27/20 03:46:20,11.139,936.5,,
3120,08/27/20 03:56:20,10.651,947.2,,
3121,08/27/20 04:06:20,10.259,0.0,,
3122,08/27/20 04:16:20,9.965,0.0,,
3123,08/27/20 04:26:20,9.077,0.0,,
3124,08/27/20 04:36:20,9.077,0.0,,
3125,08/27/20 04:46:20,9.077,0.0,,
3126,08/27/20 04:56:20,8.581,0.0,,
3127,08/27/20 05:06:20,8.680,0.0,,
3128,08/27/20 05:16:20,8.879,0.0,,
3129,08/27/20 05:26:20,8.382,0.0,,
3130,08/27/20 05:36:20,8.481,0.0,,
3131,08/27/20 05:46:20,8.680,0.0,,
3132,08/27/20 05:56:20,8.182,0.0,,
3133,08/27/20 06:06:20,8.382,0.0,,
3134,08/27/20 06:16:20,8.680,0.0,,
3135,08/27/20 06:26:20,8.182,0.0,,
3136,08/27/20 06:36:20,8.282,0.0,,
3137,08/27/20 06:46:20,8.581,0.0,,
3138,08/27/20 06:56:20,8.082,0.0,,
3139,08/27/20 07:06:20,8.082,0.0,,
3140,08/27/20 07:16:20,8.382,0.0,,
3141,08/27/20 07:26:20,8.082,0.0,,
3142,08/27/20 07:36:20,7.983,0.0,,
3143,08/27/20 07:46:20,8.282,0.0,,
3144,08/27/20 07:56:20,8.182,0.0,,
3145,08/27/20 08:06:20,7.782,0.0,,
3146,08/27/20 08:16:20,8.082,0.0,,
3147,08/27/20 08:26:20,8.182,0.0,,
3148,08/27/20 08:36:20,7.682,0.0,,
3149,08/27/20 08:46:20,7.882,0.0,,
3150,08/27/20 08:56:20,8.182,0.0,,
3151,08/27/20 09:06:20,7.682,0.0,,
3152,08/27/20 09:16:20,7.682,0.0,,
3153,08/27/20 09:26:20,8.082,0.0,,
3154,08/27/20 09:36:20,7.782,0.0,,
3155,08/27/20 09:46:20,7.582,0.0,,
3156,08/27/20 09:56:20,7.882,0.0,,
3157,08/27/20 10:06:20,8.282,1011.8,,
3158,08/27/20 10:16:20,8.581,968.8,,
3159,08/27/20 10:26:20,9.373,947.2,,
3160,08/27/20 10:36:20,9.866,947.2,,
3161,08/27/20 10:46:20,9.571,947.2,,
3162,08/27/20 10:56:20,9.965,947.2,,
3163,08/27/20 11:06:20,10.161,947.2,,
3164,08/27/20 11:16:20,9.866,947.2,,
3165,08/27/20 11:26:20,10.161,947.2,,
3166,08/27/20 11:36:20,10.259,947.2,,
3167,08/27/20 11:46:20,10.063,947.2,,
3168,08/27/20 11:56:20,10.357,947.2,,
3169,08/27/20 12:06:20,10.259,947.2,,
3170,08/27/20 12:16:20,10.161,947.2,,
3171,08/27/20 12:26:20,10.553,947.2,,
3172,08/27/20 12:36:20,10.259,947.2,,
3173,08/27/20 12:46:20,10.259,947.2,,
3174,08/27/20 12:56:20,10.651,936.5,,
3175,08/27/20 13:06:20,10.259,947.2,,
3176,08/27/20 13:16:20,10.455,947.2,,
3177,08/27/20 13:26:20,10.748,936.5,,
3178,08/27/20 13:36:20,10.357,947.2,,
3179,08/27/20 13:46:20,10.553,947.2,,
3180,08/27/20 13:56:20,10.651,936.5,,
3181,08/27/20 14:06:20,10.455,947.2,,
3182,08/27/20 14:16:20,10.846,936.5,,
3183,08/27/20 14:26:20,10.846,172.2,,
3184,08/27/20 14:36:20,12.013,215.3,,
3185,08/27/20 14:46:20,12.304,215.3,,
3186,08/27/20 14:56:20,12.110,215.3,,
3187,08/27/20 15:06:20,12.497,204.5,,
3188,08/27/20 15:16:20,13.365,75.3,,
3189,08/27/20 15:26:20,14.134,0.0,,
3190,08/27/20 15:36:20,13.846,0.0,,
3191,08/27/20 15:46:20,13.076,0.0,,
3192,08/27/20 15:56:20,12.497,0.0,,
3193,08/27/20 16:06:20,12.304,0.0,,
3194,08/27/20 16:16:20,11.819,0.0,,
3195,08/27/20 16:26:20,11.819,0.0,,
3196,08/27/20 16:36:20,11.625,0.0,,
3197,08/27/20 16:46:20,11.431,0.0,,
3198,08/27/20 16:56:20,11.528,0.0,,
3199,08/27/20 17:06:20,11.236,0.0,,
3200,08/27/20 17:16:20,11.334,0.0,,
3201,08/27/20 17:26:20,11.334,0.0,,
3202,08/27/20 17:36:20,11.139,0.0,,
3203,08/27/20 17:46:20,11.236,0.0,,
3204,08/27/20 17:56:20,11.139,0.0,,
3205,08/27/20 18:06:20,11.041,0.0,,
3206,08/27/20 18:16:20,11.139,0.0,,
3207,08/27/20 18:26:20,10.944,0.0,,
3208,08/27/20 18:36:20,10.944,0.0,,
3209,08/27/20 18:46:20,10.944,0.0,,
3210,08/27/20 18:56:20,10.748,0.0,,
3211,08/27/20 19:06:20,10.846,0.0,,
3212,08/27/20 19:16:20,10.748,0.0,,
3213,08/27/20 19:26:20,10.651,0.0,,
3214,08/27/20 19:36:20,10.748,0.0,,
3215,08/27/20 19:46:20,10.553,0.0,,
3216,08/27/20 19:56:20,10.553,0.0,,
