file,NDVI_R,NDVI_cv,ENDVI,ENDVI_cv,coreid,ENDVI_1mmI
MG10.jpg,0.2924129806128869,0.08566703490756665,0.2599640802657461,0.08876570825657824,10,0.11191888371104064
MG11.jpg,0.2653290329769821,0.07134139923956412,0.23383599965907528,0.10278316992315356,11,0.20162238229368276
MG12.jpg,0.30104225563297726,0.09419172033628259,0.26174535465859833,0.11377879177529615,12,0.20219966296506534
MG13.jpg,0.2664585481459517,0.083824420035878755,0.2280795306996937,0.11932869446681971,13,0.1950138517190777
MG14.jpg,0.2921146125096803,0.08250316281245705,0.2533970489926447,0.11126737258968555,14,0.2113185884525766
MG16.jpg,0.26159067905214234,0.06925576695462546,0.2299003885983729,0.09873016704022931,16,0.16367039169405095
MG17.jpg,0.34004440875181513,0.06887721315078975,0.2971892979833215,0.09912280875259742,17,0.21579499688483522
MG18.jpg,0.28977287551394826,0.08549733025007984,0.25804152280018106,0.11271529559581653,18,0.25178490327803393
MG19.jpg,0.2760279783608729,0.08672283895969099,0.2412261836569769,0.11058448398768853,19,0.15985036140016481
MG2.jpg,0.29557153109475365,0.07636576215303877,0.2563725794924097,0.09921350896590722,2,0.12284729905677329
MG20.jpg,0.28150288301444987,0.07915355100257884,0.23931918865739613,0.10647098126841884,20,0.22803634033270506
MG21.jpg,0.24989144787940173,0.07899110373369304,0.22656537968359383,0.10215961227682545,21,0.16758201501441353
MG24.jpg,0.35371618650763,0.08427260505522435,0.3070179064876346,0.10808276180119748,24,0.21234936453732403
MG26.jpg,0.24890671137423306,0.09913440593527685,0.21215448093971592,0.13705897576511347,26,0.21521833014128222
MG28.jpg,0.28289407149155393,0.08494838183323733,0.2481007477921521,0.11157113583125174,28,0.2185005750271996
MG30.jpg,0.35722296866897024,0.06517566349709902,0.3058764381485173,0.0872371701183054,30,0.13008072547431146
MG35.jpg,0.255106472227433,0.08275376375312342,0.2333249859888262,0.10703513032937456,35,0.1305907766533231
MG37.jpg,0.32676608395765766,0.10001487505967989,0.27028044348664526,0.12795834742452142,37,0.27498338847928655
MG39.jpg,0.3357392229483054,0.07792498612355575,0.29326119464820394,0.11074085348653287,39,0.2565074542017454
MG4.jpg,0.3403762097112233,0.0657409567462826,0.30491170358686265,0.08716365455351728,4,0.17683152778611003
MG40.jpg,0.3298609042942213,0.08560701207463271,0.2861415275796178,0.10626807147831281,40,0.20072999657018184
MG42.jpg,0.25505419656866185,0.08573782463415854,0.22628375548448248,0.11535848422839405,42,0.20961691917757894
MG43.jpg,0.3666622735884973,0.0776122711218,0.3233506655694887,0.10136257408843428,43,0.2310812075689778
MG44.jpg,0.2928204468629677,0.09930058771548987,0.25865066435536893,0.08816535933028584,44,0.12817236218392786
MG45.jpg,0.2718187823583952,0.0791990340739532,0.24282062386109546,0.10063481330714398,45,0.11474487993093901
MG46.jpg,0.26259201493262924,0.07848258847077522,0.2361664405522072,0.10115965351361886,46,0.17653770186331766
MG47.jpg,0.2743664464268868,0.08057515056042189,0.24727450872349344,0.10023814522286097,47,0.15592175070922304
MG5.jpg,0.33807904123759497,0.07989791764360123,0.28960065573535493,0.10989729644331775,5,0.2323198148049646
MG50.jpg,0.3572030968600072,0.0702680762642372,0.30637662959877854,0.0807785823740024,50,0.11677991238745418
MG53.jpg,0.2783670375221351,0.07733419187029006,0.2450888854422995,0.10080978501046119,53,0.14881867869503118
MG56.jpg,0.2880089519296556,0.07249998380391955,0.25397230038848984,0.09063401462112737,56,0.11619151988937726
MG57.jpg,0.2822612308778507,0.08232794889171197,0.2433700758214418,0.11234117727006891,57,0.19134760337875736
MG59.jpg,0.2729393330913655,0.08037590193040199,0.2421083937550938,0.09421438442360239,59,0.09266531050842088
MG60.jpg,0.23619618612115154,0.08064388154907404,0.20943542659896006,0.11010572946614958,60,0.15012165654578769
MG63.jpg,0.27966586471960087,0.08941476548008541,0.24444935257116393,0.11224683498863662,63,0.1870435873996522
MG64.jpg,0.2470235383606194,0.07845705434725284,0.22105960417864662,0.1064986697016267,64,0.1760959797045651
MG65.jpg,0.2709048791535591,0.08639944450310715,0.24064613423285366,0.09662054842903066,65,0.15361174384158624
MG66.jpg,0.2740882608160445,0.07697114225302601,0.24465703766995936,0.0988177890385111,66,0.16449507085318837
MG67.jpg,0.24849610161850344,0.0903543570606289,0.22103075431725847,0.11736218808346699,67,0.18486150028514386
MG68.jpg,0.3321893132625666,0.07299598689171918,0.2807835482282636,0.09837845051244627,68,0.1767587298690014
MG69.jpg,0.2738830949032313,0.09514551208446716,0.23849398791823337,0.12604578930434301,69,0.20470798546304805
MG70.jpg,0.2588941330985419,0.07916561131686412,0.22915912274087405,0.10452566103747002,70,0.24184018991444312
MG72.jpg,0.28808060516662964,0.0772786423916409,0.25185400996049123,0.08873116538958076,72,0.09999249575465885
MG73.jpg,0.33456722671641514,0.0811694279438373,0.2769454409843377,0.10732534025112185,73,0.20898380650330653
MG74.jpg,0.253667295498285,0.08687134189966529,0.21722135991856423,0.1213760263543268,74,0.2059705840794022
MG75.jpg,0.2790325944714008,0.09748189679740132,0.23545216048401033,0.13361059158838237,75,0.2008217654720318
